client,bank,context,salt,train_half,point_state,BER128,BER256,agreement
17,B,gaussian_blur,T013-S2,0,2,2,2,True
17,B,gaussian_blur,T013-S2,1,2,2,2,True
17,B,gaussian_blur,T013-S3,0,2,2,2,True
17,B,gaussian_blur,T013-S3,1,2,2,2,True
18,A,clean,T013-S0,0,3,3,3,True
18,A,clean,T013-S0,1,3,3,3,True
18,A,clean,T013-S1,0,3,3,3,True
18,A,clean,T013-S1,1,3,3,3,True
18,A,clean,T013-S2,0,3,3,3,True
18,A,clean,T013-S2,1,3,3,3,True
18,A,clean,T013-S3,0,3,3,3,True
18,A,clean,T013-S3,1,3,3,3,True
18,A,brightness_dark,T013-S0,0,1,1,1,True
18,A,brightness_dark,T013-S0,1,1,1,1,True
18,A,brightness_dark,T013-S1,0,1,1,1,True
18,A,brightness_dark,T013-S1,1,1,1,1,True
18,A,brightness_dark,T013-S2,0,1,1,1,True
18,A,brightness_dark,T013-S2,1,1,1,1,True
18,A,brightness_dark,T013-S3,0,1,1,1,True
18,A,brightness_dark,T013-S3,1,1,1,1,True
18,A,contrast_low,T013-S0,0,3,3,3,True
18,A,contrast_low,T013-S0,1,3,3,3,True
18,A,contrast_low,T013-S1,0,3,3,3,True
18,A,contrast_low,T013-S1,1,3,3,3,True
18,A,contrast_low,T013-S2,0,3,3,3,True
18,A,contrast_low,T013-S2,1,3,3,3,True
18,A,contrast_low,T013-S3,0,3,3,3,True
18,A,contrast_low,T013-S3,1,3,3,3,True
18,A,gaussian_noise,T013-S0,0,3,3,3,True
18,A,gaussian_noise,T013-S0,1,3,3,3,True
18,A,gaussian_noise,T013-S1,0,3,3,3,True
18,A,gaussian_noise,T013-S1,1,3,3,3,True
18,A,gaussian_noise,T013-S2,0,3,3,3,True
18,A,gaussian_noise,T013-S2,1,3,3,3,True
18,A,gaussian_noise,T013-S3,0,3,3,3,True
18,A,gaussian_noise,T013-S3,1,3,3,3,True
18,A,gaussian_blur,T013-S0,0,3,3,3,True
18,A,gaussian_blur,T013-S0,1,3,3,3,True
18,A,gaussian_blur,T013-S1,0,3,3,3,True
18,A,gaussian_blur,T013-S1,1,3,3,3,True
18,A,gaussian_blur,T013-S2,0,3,3,3,True
18,A,gaussian_blur,T013-S2,1,3,3,3,True
18,A,gaussian_blur,T013-S3,0,3,3,3,True
18,A,gaussian_blur,T013-S3,1,3,3,3,True
18,B,clean,T013-S0,0,3,3,3,True
18,B,clean,T013-S0,1,3,3,3,True
18,B,clean,T013-S1,0,3,3,3,True
18,B,clean,T013-S1,1,3,3,3,True
18,B,clean,T013-S2,0,3,3,3,True
18,B,clean,T013-S2,1,3,3,3,True
18,B,clean,T013-S3,0,3,3,3,True
18,B,clean,T013-S3,1,3,3,3,True
18,B,brightness_dark,T013-S0,0,1,1,1,True
18,B,brightness_dark,T013-S0,1,1,1,1,True
18,B,brightness_dark,T013-S1,0,1,1,1,True
18,B,brightness_dark,T013-S1,1,1,1,1,True
18,B,brightness_dark,T013-S2,0,1,1,1,True
18,B,brightness_dark,T013-S2,1,1,1,1,True
18,B,brightness_dark,T013-S3,0,1,1,1,True
18,B,brightness_dark,T013-S3,1,1,1,1,True
18,B,contrast_low,T013-S0,0,3,3,3,True
18,B,contrast_low,T013-S0,1,3,3,3,True
18,B,contrast_low,T013-S1,0,3,3,3,True
18,B,contrast_low,T013-S1,1,3,3,3,True
18,B,contrast_low,T013-S2,0,3,3,3,True
18,B,contrast_low,T013-S2,1,3,3,3,True
18,B,contrast_low,T013-S3,0,3,3,3,True
18,B,contrast_low,T013-S3,1,3,3,3,True
18,B,gaussian_noise,T013-S0,0,3,3,3,True
18,B,gaussian_noise,T013-S0,1,3,3,3,True
18,B,gaussian_noise,T013-S1,0,3,3,3,True
18,B,gaussian_noise,T013-S1,1,3,3,3,True
18,B,gaussian_noise,T013-S2,0,3,3,3,True
18,B,gaussian_noise,T013-S2,1,3,3,3,True
18,B,gaussian_noise,T013-S3,0,3,3,3,True
18,B,gaussian_noise,T013-S3,1,3,3,3,True
18,B,gaussian_blur,T013-S0,0,3,3,3,True
18,B,gaussian_blur,T013-S0,1,3,3,3,True
18,B,gaussian_blur,T013-S1,0,3,3,3,True
18,B,gaussian_blur,T013-S1,1,3,3,3,True
18,B,gaussian_blur,T013-S2,0,3,3,3,True
18,B,gaussian_blur,T013-S2,1,3,3,3,True
18,B,gaussian_blur,T013-S3,0,3,3,3,True
18,B,gaussian_blur,T013-S3,1,3,3,3,True
19,A,clean,T013-S0,0,3,3,3,True
19,A,clean,T013-S0,1,3,3,3,True
19,A,clean,T013-S1,0,3,3,3,True
19,A,clean,T013-S1,1,3,3,3,True
19,A,clean,T013-S2,0,3,3,3,True
19,A,clean,T013-S2,1,3,3,3,True
19,A,clean,T013-S3,0,3,3,3,True
19,A,clean,T013-S3,1,3,3,3,True
19,A,brightness_dark,T013-S0,0,3,3,3,True
19,A,brightness_dark,T013-S0,1,3,3,3,True
19,A,brightness_dark,T013-S1,0,3,3,3,True
19,A,brightness_dark,T013-S1,1,3,3,3,True
19,A,brightness_dark,T013-S2,0,3,3,3,True
19,A,brightness_dark,T013-S2,1,3,3,3,True
19,A,brightness_dark,T013-S3,0,3,3,3,True
19,A,brightness_dark,T013-S3,1,3,3,3,True
19,A,contrast_low,T013-S0,0,3,3,3,True
19,A,contrast_low,T013-S0,1,3,3,3,True
19,A,contrast_low,T013-S1,0,3,3,3,True
19,A,contrast_low,T013-S1,1,3,3,3,True
19,A,contrast_low,T013-S2,0,3,3,3,True
19,A,contrast_low,T013-S2,1,3,3,3,True
19,A,contrast_low,T013-S3,0,3,3,3,True
19,A,contrast_low,T013-S3,1,3,3,3,True
19,A,gaussian_noise,T013-S0,0,3,3,3,True
19,A,gaussian_noise,T013-S0,1,3,3,3,True
19,A,gaussian_noise,T013-S1,0,3,3,3,True
19,A,gaussian_noise,T013-S1,1,3,3,3,True
19,A,gaussian_noise,T013-S2,0,3,3,3,True
19,A,gaussian_noise,T013-S2,1,3,3,3,True
19,A,gaussian_noise,T013-S3,0,3,3,3,True
19,A,gaussian_noise,T013-S3,1,3,3,3,True
19,A,gaussian_blur,T013-S0,0,3,3,3,True
19,A,gaussian_blur,T013-S0,1,3,3,3,True
19,A,gaussian_blur,T013-S1,0,3,3,3,True
19,A,gaussian_blur,T013-S1,1,3,3,3,True
19,A,gaussian_blur,T013-S2,0,3,3,3,True
19,A,gaussian_blur,T013-S2,1,3,3,3,True
19,A,gaussian_blur,T013-S3,0,3,3,3,True
19,A,gaussian_blur,T013-S3,1,3,3,3,True
19,B,clean,T013-S0,0,3,3,3,True
19,B,clean,T013-S0,1,3,3,3,True
19,B,clean,T013-S1,0,3,3,3,True
19,B,clean,T013-S1,1,3,3,3,True
19,B,clean,T013-S2,0,3,3,3,True
19,B,clean,T013-S2,1,3,3,3,True
19,B,clean,T013-S3,0,3,3,3,True
19,B,clean,T013-S3,1,3,3,3,True
19,B,brightness_dark,T013-S0,0,3,3,3,True
19,B,brightness_dark,T013-S0,1,3,3,3,True
19,B,brightness_dark,T013-S1,0,3,3,3,True
19,B,brightness_dark,T013-S1,1,3,3,3,True
19,B,brightness_dark,T013-S2,0,3,3,3,True
19,B,brightness_dark,T013-S2,1,3,3,3,True
19,B,brightness_dark,T013-S3,0,3,3,3,True
19,B,brightness_dark,T013-S3,1,3,3,3,True
19,B,contrast_low,T013-S0,0,3,3,3,True
19,B,contrast_low,T013-S0,1,3,3,3,True
19,B,contrast_low,T013-S1,0,3,3,3,True
19,B,contrast_low,T013-S1,1,3,3,3,True
19,B,contrast_low,T013-S2,0,3,3,3,True
19,B,contrast_low,T013-S2,1,3,3,3,True
19,B,contrast_low,T013-S3,0,3,3,3,True
19,B,contrast_low,T013-S3,1,3,3,3,True
19,B,gaussian_noise,T013-S0,0,3,3,3,True
19,B,gaussian_noise,T013-S0,1,3,3,3,True
19,B,gaussian_noise,T013-S1,0,3,3,3,True
19,B,gaussian_noise,T013-S1,1,3,3,3,True
19,B,gaussian_noise,T013-S2,0,3,3,3,True
19,B,gaussian_noise,T013-S2,1,3,3,3,True
19,B,gaussian_noise,T013-S3,0,3,3,3,True
19,B,gaussian_noise,T013-S3,1,3,3,3,True
19,B,gaussian_blur,T013-S0,0,3,3,3,True
19,B,gaussian_blur,T013-S0,1,3,3,3,True
19,B,gaussian_blur,T013-S1,0,3,3,3,True
19,B,gaussian_blur,T013-S1,1,3,3,3,True
19,B,gaussian_blur,T013-S2,0,3,3,3,True
19,B,gaussian_blur,T013-S2,1,3,3,3,True
19,B,gaussian_blur,T013-S3,0,3,3,3,True
19,B,gaussian_blur,T013-S3,1,3,3,3,True
20,A,clean,T013-S0,0,0,0,0,True
20,A,clean,T013-S0,1,0,0,0,True
20,A,clean,T013-S1,0,0,0,0,True
20,A,clean,T013-S1,1,0,0,0,True
20,A,clean,T013-S2,0,0,0,0,True
20,A,clean,T013-S2,1,0,0,0,True
20,A,clean,T013-S3,0,0,0,0,True
20,A,clean,T013-S3,1,0,0,0,True
20,A,brightness_dark,T013-S0,0,1,1,1,True
20,A,brightness_dark,T013-S0,1,1,1,1,True
20,A,brightness_dark,T013-S1,0,1,1,1,True
20,A,brightness_dark,T013-S1,1,1,1,1,True
20,A,brightness_dark,T013-S2,0,1,1,1,True
20,A,brightness_dark,T013-S2,1,1,1,1,True
20,A,brightness_dark,T013-S3,0,1,1,1,True
20,A,brightness_dark,T013-S3,1,1,1,1,True
20,A,contrast_low,T013-S0,0,4,4,4,True
20,A,contrast_low,T013-S0,1,4,4,4,True
20,A,contrast_low,T013-S1,0,4,4,4,True
20,A,contrast_low,T013-S1,1,4,4,4,True
20,A,contrast_low,T013-S2,0,4,4,4,True
20,A,contrast_low,T013-S2,1,4,4,4,True
20,A,contrast_low,T013-S3,0,4,4,4,True
20,A,contrast_low,T013-S3,1,4,4,4,True
20,A,gaussian_noise,T013-S0,0,0,0,0,True
20,A,gaussian_noise,T013-S0,1,0,0,0,True
20,A,gaussian_noise,T013-S1,0,0,0,0,True
20,A,gaussian_noise,T013-S1,1,0,0,0,True
20,A,gaussian_noise,T013-S2,0,0,0,0,True
20,A,gaussian_noise,T013-S2,1,0,0,0,True
20,A,gaussian_noise,T013-S3,0,0,0,0,True
20,A,gaussian_noise,T013-S3,1,0,0,0,True
20,A,gaussian_blur,T013-S0,0,4,4,4,True
20,A,gaussian_blur,T013-S0,1,4,4,4,True
20,A,gaussian_blur,T013-S1,0,4,4,4,True
20,A,gaussian_blur,T013-S1,1,4,4,4,True
20,A,gaussian_blur,T013-S2,0,4,4,4,True
20,A,gaussian_blur,T013-S2,1,4,4,4,True
20,A,gaussian_blur,T013-S3,0,4,4,4,True
20,A,gaussian_blur,T013-S3,1,4,4,4,True
20,B,clean,T013-S0,0,0,0,0,True
20,B,clean,T013-S0,1,0,0,0,True
20,B,clean,T013-S1,0,0,0,0,True
20,B,clean,T013-S1,1,0,0,0,True
20,B,clean,T013-S2,0,0,0,0,True
20,B,clean,T013-S2,1,0,0,0,True
20,B,clean,T013-S3,0,0,0,0,True
20,B,clean,T013-S3,1,0,0,0,True
20,B,brightness_dark,T013-S0,0,1,1,1,True
20,B,brightness_dark,T013-S0,1,1,1,1,True
20,B,brightness_dark,T013-S1,0,1,1,1,True
20,B,brightness_dark,T013-S1,1,1,1,1,True
20,B,brightness_dark,T013-S2,0,1,1,1,True
20,B,brightness_dark,T013-S2,1,1,1,1,True
20,B,brightness_dark,T013-S3,0,1,1,1,True
20,B,brightness_dark,T013-S3,1,1,1,1,True
20,B,contrast_low,T013-S0,0,4,4,4,True
20,B,contrast_low,T013-S0,1,4,4,4,True
20,B,contrast_low,T013-S1,0,4,4,4,True
20,B,contrast_low,T013-S1,1,4,4,4,True
20,B,contrast_low,T013-S2,0,4,4,4,True
20,B,contrast_low,T013-S2,1,4,4,4,True
20,B,contrast_low,T013-S3,0,4,4,4,True
20,B,contrast_low,T013-S3,1,4,4,4,True
20,B,gaussian_noise,T013-S0,0,0,0,0,True
20,B,gaussian_noise,T013-S0,1,0,0,0,True
20,B,gaussian_noise,T013-S1,0,0,0,0,True
20,B,gaussian_noise,T013-S1,1,0,0,0,True
20,B,gaussian_noise,T013-S2,0,0,0,0,True
20,B,gaussian_noise,T013-S2,1,0,0,0,True
20,B,gaussian_noise,T013-S3,0,0,0,0,True
20,B,gaussian_noise,T013-S3,1,0,0,0,True
20,B,gaussian_blur,T013-S0,0,4,4,4,True
20,B,gaussian_blur,T013-S0,1,4,4,4,True
20,B,gaussian_blur,T013-S1,0,4,4,4,True
20,B,gaussian_blur,T013-S1,1,4,4,4,True
20,B,gaussian_blur,T013-S2,0,4,4,4,True
20,B,gaussian_blur,T013-S2,1,4,4,4,True
20,B,gaussian_blur,T013-S3,0,4,4,4,True
20,B,gaussian_blur,T013-S3,1,4,4,4,True
21,A,clean,T013-S0,0,3,3,3,True
21,A,clean,T013-S0,1,3,3,3,True
21,A,clean,T013-S1,0,3,3,3,True
21,A,clean,T013-S1,1,3,3,3,True
21,A,clean,T013-S2,0,3,3,3,True
21,A,clean,T013-S2,1,3,3,3,True
21,A,clean,T013-S3,0,3,3,3,True
21,A,clean,T013-S3,1,3,3,3,True
21,A,brightness_dark,T013-S0,0,3,3,3,True
21,A,brightness_dark,T013-S0,1,3,3,3,True
21,A,brightness_dark,T013-S1,0,3,3,3,True
21,A,brightness_dark,T013-S1,1,3,3,3,True
21,A,brightness_dark,T013-S2,0,3,3,3,True
21,A,brightness_dark,T013-S2,1,3,3,3,True
21,A,brightness_dark,T013-S3,0,3,3,3,True
21,A,brightness_dark,T013-S3,1,3,3,3,True
21,A,contrast_low,T013-S0,0,3,3,3,True
21,A,contrast_low,T013-S0,1,3,3,3,True
21,A,contrast_low,T013-S1,0,3,3,3,True
21,A,contrast_low,T013-S1,1,3,3,3,True
21,A,contrast_low,T013-S2,0,3,3,3,True
21,A,contrast_low,T013-S2,1,3,3,3,True
21,A,contrast_low,T013-S3,0,3,3,3,True
21,A,contrast_low,T013-S3,1,3,3,3,True
21,A,gaussian_noise,T013-S0,0,3,3,3,True
21,A,gaussian_noise,T013-S0,1,3,3,3,True
21,A,gaussian_noise,T013-S1,0,3,3,3,True
21,A,gaussian_noise,T013-S1,1,3,3,3,True
21,A,gaussian_noise,T013-S2,0,3,3,3,True
21,A,gaussian_noise,T013-S2,1,3,3,3,True
21,A,gaussian_noise,T013-S3,0,3,3,3,True
21,A,gaussian_noise,T013-S3,1,3,3,3,True
21,A,gaussian_blur,T013-S0,0,3,3,3,True
21,A,gaussian_blur,T013-S0,1,3,3,3,True
21,A,gaussian_blur,T013-S1,0,3,3,3,True
21,A,gaussian_blur,T013-S1,1,3,3,3,True
21,A,gaussian_blur,T013-S2,0,3,3,3,True
21,A,gaussian_blur,T013-S2,1,3,3,3,True
21,A,gaussian_blur,T013-S3,0,3,3,3,True
21,A,gaussian_blur,T013-S3,1,3,3,3,True
21,B,clean,T013-S0,0,3,3,3,True
21,B,clean,T013-S0,1,3,3,3,True
21,B,clean,T013-S1,0,3,3,3,True
21,B,clean,T013-S1,1,3,3,3,True
21,B,clean,T013-S2,0,3,3,3,True
21,B,clean,T013-S2,1,3,3,3,True
21,B,clean,T013-S3,0,3,3,3,True
21,B,clean,T013-S3,1,3,3,3,True
21,B,brightness_dark,T013-S0,0,3,3,3,True
21,B,brightness_dark,T013-S0,1,3,3,3,True
21,B,brightness_dark,T013-S1,0,3,3,3,True
21,B,brightness_dark,T013-S1,1,3,3,3,True
21,B,brightness_dark,T013-S2,0,3,3,3,True
21,B,brightness_dark,T013-S2,1,3,3,3,True
21,B,brightness_dark,T013-S3,0,3,3,3,True
21,B,brightness_dark,T013-S3,1,3,3,3,True
21,B,contrast_low,T013-S0,0,3,3,3,True
21,B,contrast_low,T013-S0,1,3,3,3,True
21,B,contrast_low,T013-S1,0,3,3,3,True
21,B,contrast_low,T013-S1,1,3,3,3,True
21,B,contrast_low,T013-S2,0,3,3,3,True
21,B,contrast_low,T013-S2,1,3,3,3,True
21,B,contrast_low,T013-S3,0,3,3,3,True
21,B,contrast_low,T013-S3,1,3,3,3,True
21,B,gaussian_noise,T013-S0,0,3,3,3,True
21,B,gaussian_noise,T013-S0,1,3,3,3,True
21,B,gaussian_noise,T013-S1,0,3,3,3,True
21,B,gaussian_noise,T013-S1,1,3,3,3,True
21,B,gaussian_noise,T013-S2,0,3,3,3,True
21,B,gaussian_noise,T013-S2,1,3,3,3,True
21,B,gaussian_noise,T013-S3,0,3,3,3,True
21,B,gaussian_noise,T013-S3,1,3,3,3,True
21,B,gaussian_blur,T013-S0,0,3,3,3,True
21,B,gaussian_blur,T013-S0,1,3,3,3,True
21,B,gaussian_blur,T013-S1,0,3,3,3,True
21,B,gaussian_blur,T013-S1,1,3,3,3,True
21,B,gaussian_blur,T013-S2,0,3,3,3,True
21,B,gaussian_blur,T013-S2,1,3,3,3,True
21,B,gaussian_blur,T013-S3,0,3,3,3,True
21,B,gaussian_blur,T013-S3,1,3,3,3,True
22,A,clean,T013-S0,0,3,3,3,True
22,A,clean,T013-S0,1,3,3,3,True
22,A,clean,T013-S1,0,3,3,3,True
22,A,clean,T013-S1,1,3,3,3,True
22,A,clean,T013-S2,0,3,3,3,True
22,A,clean,T013-S2,1,3,3,3,True
22,A,clean,T013-S3,0,3,3,3,True
22,A,clean,T013-S3,1,3,3,3,True
22,A,brightness_dark,T013-S0,0,4,1,4,False
22,A,brightness_dark,T013-S0,1,4,4,4,True
22,A,brightness_dark,T013-S1,0,4,4,4,True
22,A,brightness_dark,T013-S1,1,4,4,4,True
22,A,brightness_dark,T013-S2,0,4,4,4,True
22,A,brightness_dark,T013-S2,1,4,4,4,True
22,A,brightness_dark,T013-S3,0,4,4,4,True
22,A,brightness_dark,T013-S3,1,4,4,4,True
22,A,contrast_low,T013-S0,0,2,2,2,True
22,A,contrast_low,T013-S0,1,3,2,2,True
22,A,contrast_low,T013-S1,0,2,2,2,True
22,A,contrast_low,T013-S1,1,3,2,2,True
22,A,contrast_low,T013-S2,0,3,2,2,True
22,A,contrast_low,T013-S2,1,2,2,2,True
22,A,contrast_low,T013-S3,0,2,2,2,True
22,A,contrast_low,T013-S3,1,3,2,2,True
22,A,gaussian_noise,T013-S0,0,3,3,3,True
22,A,gaussian_noise,T013-S0,1,3,3,3,True
22,A,gaussian_noise,T013-S1,0,3,3,3,True
22,A,gaussian_noise,T013-S1,1,3,3,3,True
22,A,gaussian_noise,T013-S2,0,3,3,3,True
22,A,gaussian_noise,T013-S2,1,3,3,3,True
22,A,gaussian_noise,T013-S3,0,3,3,3,True
22,A,gaussian_noise,T013-S3,1,3,3,3,True
22,A,gaussian_blur,T013-S0,0,3,3,3,True
22,A,gaussian_blur,T013-S0,1,3,3,3,True
22,A,gaussian_blur,T013-S1,0,3,3,3,True
22,A,gaussian_blur,T013-S1,1,3,3,3,True
22,A,gaussian_blur,T013-S2,0,3,3,3,True
22,A,gaussian_blur,T013-S2,1,3,3,3,True
22,A,gaussian_blur,T013-S3,0,3,3,3,True
22,A,gaussian_blur,T013-S3,1,3,3,3,True
22,B,clean,T013-S0,0,3,3,3,True
22,B,clean,T013-S0,1,3,3,3,True
22,B,clean,T013-S1,0,3,3,3,True
22,B,clean,T013-S1,1,3,3,3,True
22,B,clean,T013-S2,0,3,3,3,True
22,B,clean,T013-S2,1,3,3,3,True
22,B,clean,T013-S3,0,3,3,3,True
22,B,clean,T013-S3,1,3,3,3,True
22,B,brightness_dark,T013-S0,0,4,1,1,True
22,B,brightness_dark,T013-S0,1,4,4,4,True
22,B,brightness_dark,T013-S1,0,4,4,1,False
22,B,brightness_dark,T013-S1,1,4,4,4,True
22,B,brightness_dark,T013-S2,0,4,4,4,True
22,B,brightness_dark,T013-S2,1,4,4,1,False
22,B,brightness_dark,T013-S3,0,4,4,4,True
22,B,brightness_dark,T013-S3,1,4,1,1,True
22,B,contrast_low,T013-S0,0,2,2,2,True
22,B,contrast_low,T013-S0,1,2,2,2,True
22,B,contrast_low,T013-S1,0,2,2,2,True
22,B,contrast_low,T013-S1,1,3,2,2,True
22,B,contrast_low,T013-S2,0,2,2,2,True
22,B,contrast_low,T013-S2,1,2,2,2,True
22,B,contrast_low,T013-S3,0,2,2,2,True
22,B,contrast_low,T013-S3,1,2,2,2,True
22,B,gaussian_noise,T013-S0,0,3,3,3,True
22,B,gaussian_noise,T013-S0,1,3,3,3,True
22,B,gaussian_noise,T013-S1,0,3,3,3,True
22,B,gaussian_noise,T013-S1,1,3,3,3,True
22,B,gaussian_noise,T013-S2,0,3,3,3,True
22,B,gaussian_noise,T013-S2,1,3,3,3,True
22,B,gaussian_noise,T013-S3,0,3,3,3,True
22,B,gaussian_noise,T013-S3,1,3,3,3,True
22,B,gaussian_blur,T013-S0,0,3,4,3,False
22,B,gaussian_blur,T013-S0,1,3,3,3,True
22,B,gaussian_blur,T013-S1,0,3,3,3,True
22,B,gaussian_blur,T013-S1,1,3,3,3,True
22,B,gaussian_blur,T013-S2,0,3,3,3,True
22,B,gaussian_blur,T013-S2,1,3,3,3,True
22,B,gaussian_blur,T013-S3,0,3,3,3,True
22,B,gaussian_blur,T013-S3,1,3,3,3,True
23,A,clean,T013-S0,0,1,3,3,True
23,A,clean,T013-S0,1,1,3,3,True
23,A,clean,T013-S1,0,1,3,3,True
23,A,clean,T013-S1,1,1,3,3,True
23,A,clean,T013-S2,0,1,3,3,True
23,A,clean,T013-S2,1,1,3,3,True
23,A,clean,T013-S3,0,1,3,3,True
23,A,clean,T013-S3,1,1,3,3,True
23,A,brightness_dark,T013-S0,0,1,1,1,True
23,A,brightness_dark,T013-S0,1,1,1,1,True
23,A,brightness_dark,T013-S1,0,1,1,1,True
23,A,brightness_dark,T013-S1,1,1,1,1,True
23,A,brightness_dark,T013-S2,0,1,1,1,True
23,A,brightness_dark,T013-S2,1,1,1,1,True
23,A,brightness_dark,T013-S3,0,1,1,1,True
23,A,brightness_dark,T013-S3,1,1,1,1,True
23,A,contrast_low,T013-S0,0,2,2,2,True
23,A,contrast_low,T013-S0,1,2,2,2,True
23,A,contrast_low,T013-S1,0,2,2,2,True
23,A,contrast_low,T013-S1,1,2,2,2,True
23,A,contrast_low,T013-S2,0,2,2,2,True
23,A,contrast_low,T013-S2,1,2,2,2,True
23,A,contrast_low,T013-S3,0,2,2,2,True
23,A,contrast_low,T013-S3,1,2,2,2,True
23,A,gaussian_noise,T013-S0,0,1,3,3,True
23,A,gaussian_noise,T013-S0,1,1,3,3,True
23,A,gaussian_noise,T013-S1,0,1,3,3,True
23,A,gaussian_noise,T013-S1,1,1,3,3,True
23,A,gaussian_noise,T013-S2,0,1,3,3,True
23,A,gaussian_noise,T013-S2,1,1,3,3,True
23,A,gaussian_noise,T013-S3,0,1,3,3,True
23,A,gaussian_noise,T013-S3,1,1,3,3,True
23,A,gaussian_blur,T013-S0,0,1,1,3,False
23,A,gaussian_blur,T013-S0,1,1,1,4,False
23,A,gaussian_blur,T013-S1,0,1,1,3,False
23,A,gaussian_blur,T013-S1,1,1,1,0,False
23,A,gaussian_blur,T013-S2,0,1,1,1,True
23,A,gaussian_blur,T013-S2,1,4,4,0,False
23,A,gaussian_blur,T013-S3,0,1,1,4,False
23,A,gaussian_blur,T013-S3,1,1,1,3,False
23,B,clean,T013-S0,0,1,3,3,True
23,B,clean,T013-S0,1,1,3,3,True
23,B,clean,T013-S1,0,1,3,3,True
23,B,clean,T013-S1,1,1,3,3,True
23,B,clean,T013-S2,0,1,3,3,True
23,B,clean,T013-S2,1,1,3,3,True
23,B,clean,T013-S3,0,1,3,3,True
23,B,clean,T013-S3,1,1,3,3,True
23,B,brightness_dark,T013-S0,0,1,1,1,True
23,B,brightness_dark,T013-S0,1,1,1,1,True
23,B,brightness_dark,T013-S1,0,1,1,1,True
23,B,brightness_dark,T013-S1,1,1,1,1,True
23,B,brightness_dark,T013-S2,0,1,1,1,True
23,B,brightness_dark,T013-S2,1,1,1,1,True
23,B,brightness_dark,T013-S3,0,1,1,1,True
23,B,brightness_dark,T013-S3,1,1,1,1,True
23,B,contrast_low,T013-S0,0,2,2,2,True
23,B,contrast_low,T013-S0,1,2,2,2,True
23,B,contrast_low,T013-S1,0,2,2,2,True
23,B,contrast_low,T013-S1,1,2,2,2,True
23,B,contrast_low,T013-S2,0,2,2,2,True
23,B,contrast_low,T013-S2,1,2,2,2,True
23,B,contrast_low,T013-S3,0,2,2,2,True
23,B,contrast_low,T013-S3,1,2,2,2,True
23,B,gaussian_noise,T013-S0,0,1,3,3,True
23,B,gaussian_noise,T013-S0,1,1,3,3,True
23,B,gaussian_noise,T013-S1,0,1,3,3,True
23,B,gaussian_noise,T013-S1,1,1,3,3,True
23,B,gaussian_noise,T013-S2,0,1,3,3,True
23,B,gaussian_noise,T013-S2,1,1,3,3,True
23,B,gaussian_noise,T013-S3,0,1,3,3,True
23,B,gaussian_noise,T013-S3,1,1,3,3,True
23,B,gaussian_blur,T013-S0,0,1,3,3,True
23,B,gaussian_blur,T013-S0,1,1,4,4,True
23,B,gaussian_blur,T013-S1,0,1,3,3,True
23,B,gaussian_blur,T013-S1,1,1,3,0,False
23,B,gaussian_blur,T013-S2,0,1,1,3,False
23,B,gaussian_blur,T013-S2,1,1,3,3,True
23,B,gaussian_blur,T013-S3,0,1,3,3,True
23,B,gaussian_blur,T013-S3,1,1,3,3,True
24,A,clean,T013-S0,0,2,2,2,True
24,A,clean,T013-S0,1,2,4,2,False
24,A,clean,T013-S1,0,2,4,4,True
24,A,clean,T013-S1,1,2,2,2,True
24,A,clean,T013-S2,0,2,2,2,True
24,A,clean,T013-S2,1,2,4,2,False
24,A,clean,T013-S3,0,2,4,2,False
24,A,clean,T013-S3,1,2,4,2,False
24,A,brightness_dark,T013-S0,0,2,2,2,True
24,A,brightness_dark,T013-S0,1,2,2,2,True
24,A,brightness_dark,T013-S1,0,2,2,2,True
24,A,brightness_dark,T013-S1,1,2,2,2,True
24,A,brightness_dark,T013-S2,0,2,2,2,True
24,A,brightness_dark,T013-S2,1,2,2,2,True
24,A,brightness_dark,T013-S3,0,2,2,2,True
24,A,brightness_dark,T013-S3,1,2,2,2,True
24,A,contrast_low,T013-S0,0,2,2,2,True
24,A,contrast_low,T013-S0,1,2,2,2,True
24,A,contrast_low,T013-S1,0,2,2,2,True
24,A,contrast_low,T013-S1,1,2,2,2,True
24,A,contrast_low,T013-S2,0,2,2,2,True
24,A,contrast_low,T013-S2,1,2,2,2,True
24,A,contrast_low,T013-S3,0,2,2,2,True
24,A,contrast_low,T013-S3,1,2,2,2,True
24,A,gaussian_noise,T013-S0,0,2,4,4,True
24,A,gaussian_noise,T013-S0,1,4,4,4,True
24,A,gaussian_noise,T013-S1,0,2,4,4,True
24,A,gaussian_noise,T013-S1,1,4,4,4,True
24,A,gaussian_noise,T013-S2,0,2,4,4,True
24,A,gaussian_noise,T013-S2,1,4,4,4,True
24,A,gaussian_noise,T013-S3,0,4,4,4,True
24,A,gaussian_noise,T013-S3,1,2,4,4,True
24,A,gaussian_blur,T013-S0,0,2,2,2,True
24,A,gaussian_blur,T013-S0,1,2,2,2,True
24,A,gaussian_blur,T013-S1,0,2,2,2,True
24,A,gaussian_blur,T013-S1,1,2,2,2,True
24,A,gaussian_blur,T013-S2,0,2,2,2,True
24,A,gaussian_blur,T013-S2,1,2,2,2,True
24,A,gaussian_blur,T013-S3,0,2,2,2,True
24,A,gaussian_blur,T013-S3,1,2,2,2,True
24,B,clean,T013-S0,0,2,2,4,False
24,B,clean,T013-S0,1,2,4,4,True
24,B,clean,T013-S1,0,2,4,4,True
24,B,clean,T013-S1,1,2,2,2,True
24,B,clean,T013-S2,0,2,2,2,True
