pool,target,context,class,n_query,correct,accuracy
B,gaussian_blur,correct_pair,2,46,19,41.30434782608695
B,gaussian_blur,correct_pair,3,12,2,16.666666666666668
B,gaussian_blur,correct_pair,4,3,0,0.0
B,gaussian_blur,correct_pair,5,73,10,13.698630136986301
B,gaussian_blur,correct_pair,6,9,7,77.77777777777777
B,gaussian_blur,correct_pair,7,231,39,16.883116883116884
B,gaussian_blur,correct_pair,8,2,1,50.0
B,gaussian_blur,correct_pair,9,192,0,0.0
B,gaussian_blur,same_class_derangement,0,297,0,0.0
B,gaussian_blur,same_class_derangement,1,31,24,77.41935483870968
B,gaussian_blur,same_class_derangement,2,46,16,34.78260869565217
B,gaussian_blur,same_class_derangement,3,12,2,16.666666666666668
B,gaussian_blur,same_class_derangement,4,3,0,0.0
B,gaussian_blur,same_class_derangement,5,73,0,0.0
B,gaussian_blur,same_class_derangement,6,9,8,88.88888888888889
B,gaussian_blur,same_class_derangement,7,231,0,0.0
B,gaussian_blur,same_class_derangement,8,2,0,0.0
B,gaussian_blur,same_class_derangement,9,192,0,0.0
B,gaussian_blur,cross_class_derangement,0,297,0,0.0
B,gaussian_blur,cross_class_derangement,1,31,2,6.451612903225806
B,gaussian_blur,cross_class_derangement,2,46,13,28.26086956521739
B,gaussian_blur,cross_class_derangement,3,12,0,0.0
B,gaussian_blur,cross_class_derangement,4,3,0,0.0
B,gaussian_blur,cross_class_derangement,5,73,0,0.0
B,gaussian_blur,cross_class_derangement,6,9,7,77.77777777777777
B,gaussian_blur,cross_class_derangement,7,231,0,0.0
B,gaussian_blur,cross_class_derangement,8,2,0,0.0
B,gaussian_blur,cross_class_derangement,9,192,0,0.0
B,gaussian_blur,wrong_alt_source,0,297,43,14.478114478114477
B,gaussian_blur,wrong_alt_source,1,31,29,93.54838709677419
B,gaussian_blur,wrong_alt_source,2,46,12,26.08695652173913
B,gaussian_blur,wrong_alt_source,3,12,0,0.0
B,gaussian_blur,wrong_alt_source,4,3,0,0.0
B,gaussian_blur,wrong_alt_source,5,73,9,12.32876712328767
B,gaussian_blur,wrong_alt_source,6,9,3,33.333333333333336
B,gaussian_blur,wrong_alt_source,7,231,51,22.07792207792208
B,gaussian_blur,wrong_alt_source,8,2,1,50.0
B,gaussian_blur,wrong_alt_source,9,192,0,0.0
B,gaussian_blur,noise_source,0,297,0,0.0
B,gaussian_blur,noise_source,1,31,0,0.0
B,gaussian_blur,noise_source,2,46,31,67.3913043478261
B,gaussian_blur,noise_source,3,12,0,0.0
B,gaussian_blur,noise_source,4,3,0,0.0
B,gaussian_blur,noise_source,5,73,0,0.0
B,gaussian_blur,noise_source,6,9,2,22.22222222222222
B,gaussian_blur,noise_source,7,231,0,0.0
B,gaussian_blur,noise_source,8,2,0,0.0
B,gaussian_blur,noise_source,9,192,0,0.0
