client,context,offset,n_support,n_query,same_label_fraction
55,random_derangement_6,5,64,210,0.8125
55,random_derangement_7,31,64,210,0.8125
55,correct_pair,0,64,210,1.0
55,t005_original,32,64,210,0.8125
56,low_semantic_derangement,2,64,118,0.21875
56,high_semantic_derangement,4,64,118,0.421875
56,random_derangement_0,14,64,118,0.3125
56,random_derangement_1,55,64,118,0.390625
56,random_derangement_2,52,64,118,0.34375
56,random_derangement_3,23,64,118,0.3125
56,random_derangement_4,10,64,118,0.3125
56,random_derangement_5,36,64,118,0.296875
56,random_derangement_6,31,64,118,0.375
56,random_derangement_7,19,64,118,0.296875
56,correct_pair,0,64,118,1.0
56,t005_original,17,64,118,0.296875
57,low_semantic_derangement,32,64,117,0.21875
57,high_semantic_derangement,10,64,117,0.484375
57,random_derangement_0,28,64,117,0.34375
57,random_derangement_1,20,64,117,0.359375
57,random_derangement_2,33,64,117,0.421875
57,random_derangement_3,31,64,117,0.421875
57,random_derangement_4,4,64,117,0.390625
57,random_derangement_5,54,64,117,0.484375
57,random_derangement_6,14,64,117,0.34375
57,random_derangement_7,15,64,117,0.265625
57,correct_pair,0,64,117,1.0
57,t005_original,36,64,117,0.34375
58,low_semantic_derangement,1,64,28,0.75
58,high_semantic_derangement,4,64,28,0.8125
58,random_derangement_0,48,64,28,0.8125
58,random_derangement_1,21,64,28,0.78125
58,random_derangement_2,62,64,28,0.78125
58,random_derangement_3,7,64,28,0.75
58,random_derangement_4,45,64,28,0.78125
58,random_derangement_5,43,64,28,0.78125
58,random_derangement_6,17,64,28,0.75
58,random_derangement_7,22,64,28,0.75
58,correct_pair,0,64,28,1.0
58,t005_original,33,64,28,0.78125
59,low_semantic_derangement,8,64,94,0.109375
59,high_semantic_derangement,7,64,94,0.359375
59,random_derangement_0,39,64,94,0.1875
59,random_derangement_1,4,64,94,0.328125
59,random_derangement_2,60,64,94,0.328125
59,random_derangement_3,34,64,94,0.140625
59,random_derangement_4,27,64,94,0.28125
59,random_derangement_5,47,64,94,0.3125
59,random_derangement_6,15,64,94,0.21875
59,random_derangement_7,32,64,94,0.28125
59,correct_pair,0,64,94,1.0
59,t005_original,8,64,94,0.109375
60,low_semantic_derangement,1,64,475,1.0
60,high_semantic_derangement,1,64,475,1.0
60,random_derangement_0,24,64,475,1.0
60,random_derangement_1,17,64,475,1.0
60,random_derangement_2,48,64,475,1.0
60,random_derangement_3,30,64,475,1.0
60,random_derangement_4,18,64,475,1.0
60,random_derangement_5,32,64,475,1.0
60,random_derangement_6,4,64,475,1.0
60,random_derangement_7,61,64,475,1.0
60,correct_pair,0,64,475,1.0
60,t005_original,6,64,475,1.0
61,low_semantic_derangement,17,43,15,0.37209302325581395
61,high_semantic_derangement,21,43,15,0.627906976744186
61,random_derangement_0,13,43,15,0.46511627906976744
61,random_derangement_1,3,43,15,0.4883720930232558
61,random_derangement_2,27,43,15,0.5116279069767442
61,random_derangement_3,2,43,15,0.5348837209302325
61,random_derangement_4,9,43,15,0.4883720930232558
61,random_derangement_5,26,43,15,0.37209302325581395
61,random_derangement_6,34,43,15,0.4883720930232558
61,random_derangement_7,41,43,15,0.5348837209302325
61,correct_pair,0,43,15,1.0
61,t005_original,40,43,15,0.4883720930232558
62,low_semantic_derangement,32,64,75,0.25
62,high_semantic_derangement,24,64,75,0.421875
62,random_derangement_0,59,64,75,0.296875
62,random_derangement_1,62,64,75,0.328125
62,random_derangement_2,54,64,75,0.265625
62,random_derangement_3,52,64,75,0.34375
62,random_derangement_4,9,64,75,0.3125
62,random_derangement_5,34,64,75,0.359375
62,random_derangement_6,41,64,75,0.34375
62,random_derangement_7,35,64,75,0.28125
62,correct_pair,0,64,75,1.0
62,t005_original,53,64,75,0.34375
63,low_semantic_derangement,6,64,215,0.296875
63,high_semantic_derangement,7,64,215,0.609375
63,random_derangement_0,25,64,215,0.453125
63,random_derangement_1,48,64,215,0.4375
63,random_derangement_2,55,64,215,0.375
63,random_derangement_3,46,64,215,0.4375
63,random_derangement_4,21,64,215,0.515625
63,random_derangement_5,4,64,215,0.421875
63,random_derangement_6,35,64,215,0.453125
63,random_derangement_7,42,64,215,0.359375
63,correct_pair,0,64,215,1.0
63,t005_original,48,64,215,0.4375
64,low_semantic_derangement,24,64,127,0.34375
64,high_semantic_derangement,32,64,127,0.53125
64,random_derangement_0,6,64,127,0.421875
64,random_derangement_1,7,64,127,0.453125
64,random_derangement_2,61,64,127,0.421875
64,random_derangement_3,32,64,127,0.53125
64,random_derangement_4,34,64,127,0.390625
64,random_derangement_5,17,64,127,0.421875
64,random_derangement_6,55,64,127,0.421875
64,random_derangement_7,62,64,127,0.359375
64,correct_pair,0,64,127,1.0
64,t005_original,55,64,127,0.421875
65,low_semantic_derangement,1,64,152,1.0
65,high_semantic_derangement,1,64,152,1.0
65,random_derangement_0,7,64,152,1.0
65,random_derangement_1,47,64,152,1.0
65,random_derangement_2,56,64,152,1.0
65,random_derangement_3,3,64,152,1.0
65,random_derangement_4,25,64,152,1.0
65,random_derangement_5,31,64,152,1.0
65,random_derangement_6,26,64,152,1.0
65,random_derangement_7,51,64,152,1.0
65,correct_pair,0,64,152,1.0
65,t005_original,46,64,152,1.0
66,low_semantic_derangement,17,64,194,0.65625
66,high_semantic_derangement,4,64,194,0.734375
66,random_derangement_0,52,64,194,0.703125
66,random_derangement_1,16,64,194,0.671875
66,random_derangement_2,26,64,194,0.703125
66,random_derangement_3,7,64,194,0.6875
66,random_derangement_4,53,64,194,0.71875
66,random_derangement_5,4,64,194,0.734375
66,random_derangement_6,56,64,194,0.703125
66,random_derangement_7,23,64,194,0.6875
66,correct_pair,0,64,194,1.0
66,t005_original,47,64,194,0.65625
67,low_semantic_derangement,17,64,82,0.25
67,high_semantic_derangement,3,64,82,0.40625
67,random_derangement_0,21,64,82,0.375
67,random_derangement_1,35,64,82,0.328125
67,random_derangement_2,7,64,82,0.359375
67,random_derangement_3,26,64,82,0.375
67,random_derangement_4,60,64,82,0.34375
67,random_derangement_5,9,64,82,0.296875
67,random_derangement_6,37,64,82,0.28125
67,random_derangement_7,55,64,82,0.296875
67,correct_pair,0,64,82,1.0
67,t005_original,35,64,82,0.328125
68,low_semantic_derangement,6,64,229,0.3125
68,high_semantic_derangement,21,64,229,0.546875
68,random_derangement_0,6,64,229,0.3125
68,random_derangement_1,58,64,229,0.3125
68,random_derangement_2,13,64,229,0.421875
68,random_derangement_3,2,64,229,0.390625
68,random_derangement_4,49,64,229,0.453125
68,random_derangement_5,3,64,229,0.40625
68,random_derangement_6,52,64,229,0.421875
68,random_derangement_7,59,64,229,0.421875
68,correct_pair,0,64,229,1.0
68,t005_original,1,64,229,0.4375
69,low_semantic_derangement,1,64,142,0.84375
69,high_semantic_derangement,31,64,142,0.90625
69,random_derangement_0,24,64,142,0.84375
69,random_derangement_1,60,64,142,0.84375
69,random_derangement_2,53,64,142,0.84375
69,random_derangement_3,19,64,142,0.84375
69,random_derangement_4,42,64,142,0.84375
69,random_derangement_5,5,64,142,0.84375
69,random_derangement_6,57,64,142,0.84375
69,random_derangement_7,22,64,142,0.84375
69,correct_pair,0,64,142,1.0
69,t005_original,43,64,142,0.84375
70,low_semantic_derangement,27,64,77,0.59375
70,high_semantic_derangement,2,64,77,0.734375
70,random_derangement_0,15,64,77,0.65625
70,random_derangement_1,52,64,77,0.6875
70,random_derangement_2,48,64,77,0.65625
70,random_derangement_3,23,64,77,0.71875
70,random_derangement_4,41,64,77,0.71875
70,random_derangement_5,8,64,77,0.6875
70,random_derangement_6,6,64,77,0.65625
70,random_derangement_7,2,64,77,0.734375
70,correct_pair,0,64,77,1.0
70,t005_original,63,64,77,0.625
71,low_semantic_derangement,1,64,36,0.6875
71,high_semantic_derangement,2,64,36,0.78125
71,random_derangement_0,27,64,36,0.703125
71,random_derangement_1,24,64,36,0.78125
71,random_derangement_2,57,64,36,0.703125
71,random_derangement_3,54,64,36,0.6875
71,random_derangement_4,52,64,36,0.71875
71,random_derangement_5,49,64,36,0.703125
71,random_derangement_6,59,64,36,0.734375
71,random_derangement_7,31,64,36,0.78125
71,correct_pair,0,64,36,1.0
71,t005_original,63,64,36,0.6875
72,low_semantic_derangement,22,64,161,0.34375
72,high_semantic_derangement,1,64,161,0.5
72,random_derangement_0,11,64,161,0.421875
72,random_derangement_1,24,64,161,0.484375
72,random_derangement_2,37,64,161,0.4375
72,random_derangement_3,31,64,161,0.453125
72,random_derangement_4,59,64,161,0.390625
72,random_derangement_5,12,64,161,0.40625
72,random_derangement_6,53,64,161,0.421875
72,random_derangement_7,56,64,161,0.4375
72,correct_pair,0,64,161,1.0
72,t005_original,18,64,161,0.359375
73,low_semantic_derangement,17,64,228,0.234375
73,high_semantic_derangement,13,64,228,0.46875
73,random_derangement_0,12,64,228,0.421875
73,random_derangement_1,29,64,228,0.3125
73,random_derangement_2,4,64,228,0.328125
73,random_derangement_3,42,64,228,0.296875
73,random_derangement_4,55,64,228,0.359375
73,random_derangement_5,40,64,228,0.25
73,random_derangement_6,30,64,228,0.25
73,random_derangement_7,63,64,228,0.421875
73,correct_pair,0,64,228,1.0
73,t005_original,24,64,228,0.25
74,low_semantic_derangement,32,64,164,0.59375
74,high_semantic_derangement,7,64,164,0.703125
74,random_derangement_0,15,64,164,0.625
74,random_derangement_1,36,64,164,0.65625
74,random_derangement_2,37,64,164,0.609375
74,random_derangement_3,16,64,164,0.671875
74,random_derangement_4,27,64,164,0.609375
74,random_derangement_5,9,64,164,0.65625
74,random_derangement_6,12,64,164,0.625
74,random_derangement_7,54,64,164,0.625
74,correct_pair,0,64,164,1.0
74,t005_original,45,64,164,0.625
75,low_semantic_derangement,4,64,200,0.28125
75,high_semantic_derangement,14,64,200,0.453125
75,random_derangement_0,13,64,200,0.296875
75,random_derangement_1,42,64,200,0.328125
75,random_derangement_2,47,64,200,0.40625
75,random_derangement_3,35,64,200,0.375
75,random_derangement_4,30,64,200,0.390625
75,random_derangement_5,63,64,200,0.375
75,random_derangement_6,34,64,200,0.390625
75,random_derangement_7,57,64,200,0.375
75,correct_pair,0,64,200,1.0
75,t005_original,33,64,200,0.421875
76,low_semantic_derangement,2,64,167,0.28125
76,high_semantic_derangement,24,64,167,0.515625
76,random_derangement_0,10,64,167,0.421875
76,random_derangement_1,24,64,167,0.515625
76,random_derangement_2,14,64,167,0.390625
76,random_derangement_3,15,64,167,0.40625
76,random_derangement_4,59,64,167,0.421875
76,random_derangement_5,19,64,167,0.359375
76,random_derangement_6,54,64,167,0.421875
76,random_derangement_7,17,64,167,0.421875
76,correct_pair,0,64,167,1.0
76,t005_original,26,64,167,0.375
77,low_semantic_derangement,6,64,172,0.375
77,high_semantic_derangement,22,64,172,0.625
77,random_derangement_0,20,64,172,0.4375
77,random_derangement_1,42,64,172,0.625
77,random_derangement_2,51,64,172,0.4375
77,random_derangement_3,63,64,172,0.40625
77,random_derangement_4,18,64,172,0.5
77,random_derangement_5,52,64,172,0.53125
77,random_derangement_6,6,64,172,0.375
77,random_derangement_7,19,64,172,0.53125
77,correct_pair,0,64,172,1.0
77,t005_original,48,64,172,0.40625
78,low_semantic_derangement,12,64,98,0.421875
78,high_semantic_derangement,32,64,98,0.6875
78,random_derangement_0,34,64,98,0.5625
78,random_derangement_1,31,64,98,0.5625
78,random_derangement_2,41,64,98,0.5
78,random_derangement_3,58,64,98,0.5625
78,random_derangement_4,16,64,98,0.46875
78,random_derangement_5,46,64,98,0.625
78,random_derangement_6,25,64,98,0.609375
78,random_derangement_7,60,64,98,0.640625
78,correct_pair,0,64,98,1.0
78,t005_original,53,64,98,0.5625
79,low_semantic_derangement,14,54,18,0.6666666666666666
79,high_semantic_derangement,22,54,18,0.8148148148148148
79,random_derangement_0,45,54,18,0.7777777777777778
79,random_derangement_1,33,54,18,0.7037037037037037
79,random_derangement_2,29,54,18,0.6666666666666666
79,random_derangement_3,38,54,18,0.6851851851851852
79,random_derangement_4,13,54,18,0.7407407407407407
79,random_derangement_5,53,54,18,0.7222222222222222
79,random_derangement_6,48,54,18,0.6851851851851852
79,random_derangement_7,15,54,18,0.6851851851851852
79,correct_pair,0,54,18,1.0
79,t005_original,38,54,18,0.6851851851851852
80,low_semantic_derangement,5,64,80,0.59375
80,high_semantic_derangement,13,64,80,0.734375
80,random_derangement_0,16,64,80,0.6875
80,random_derangement_1,27,64,80,0.6875
80,random_derangement_2,32,64,80,0.625
80,random_derangement_3,51,64,80,0.734375
80,random_derangement_4,22,64,80,0.625
80,random_derangement_5,20,64,80,0.625
80,random_derangement_6,14,64,80,0.65625
80,random_derangement_7,9,64,80,0.640625
80,correct_pair,0,64,80,1.0
80,t005_original,48,64,80,0.6875
81,low_semantic_derangement,1,49,17,0.9183673469387755
81,high_semantic_derangement,18,49,17,0.9387755102040817
81,random_derangement_0,32,49,17,0.9183673469387755
81,random_derangement_1,15,49,17,0.9183673469387755
81,random_derangement_2,23,49,17,0.9183673469387755
81,random_derangement_3,22,49,17,0.9183673469387755
81,random_derangement_4,41,49,17,0.9183673469387755
81,random_derangement_5,36,49,17,0.9183673469387755
81,random_derangement_6,6,49,17,0.9183673469387755
81,random_derangement_7,9,49,17,0.9183673469387755
81,correct_pair,0,49,17,1.0
81,t005_original,43,49,17,0.9183673469387755
82,low_semantic_derangement,16,64,163,0.625
82,high_semantic_derangement,1,64,163,0.734375
82,random_derangement_0,62,64,163,0.671875
82,random_derangement_1,7,64,163,0.671875
82,random_derangement_2,21,64,163,0.625
82,random_derangement_3,10,64,163,0.671875
82,random_derangement_4,3,64,163,0.6875
82,random_derangement_5,32,64,163,0.71875
82,random_derangement_6,51,64,163,0.6875
82,random_derangement_7,46,64,163,0.6875
82,correct_pair,0,64,163,1.0
82,t005_original,11,64,163,0.640625
83,low_semantic_derangement,15,64,509,0.65625
83,high_semantic_derangement,32,64,509,0.84375
83,random_derangement_0,23,64,509,0.671875
83,random_derangement_1,16,64,509,0.75
83,random_derangement_2,5,64,509,0.671875
83,random_derangement_3,56,64,509,0.6875
83,random_derangement_4,52,64,509,0.71875
83,random_derangement_5,40,64,509,0.703125
83,random_derangement_6,43,64,509,0.671875
83,random_derangement_7,25,64,509,0.703125
83,correct_pair,0,64,509,1.0
83,t005_original,3,64,509,0.6875
84,low_semantic_derangement,17,64,254,0.359375
84,high_semantic_derangement,2,64,254,0.546875
84,random_derangement_0,51,64,254,0.546875
84,random_derangement_1,57,64,254,0.46875
84,random_derangement_2,8,64,254,0.546875
84,random_derangement_3,11,64,254,0.4375
84,random_derangement_4,50,64,254,0.46875
84,random_derangement_5,19,64,254,0.359375
84,random_derangement_6,38,64,254,0.453125
84,random_derangement_7,2,64,254,0.546875
84,correct_pair,0,64,254,1.0
84,t005_original,44,64,254,0.515625
85,low_semantic_derangement,9,64,222,0.34375
85,high_semantic_derangement,2,64,222,0.59375
85,random_derangement_0,26,64,222,0.5625
85,random_derangement_1,28,64,222,0.53125
85,random_derangement_2,14,64,222,0.46875
85,random_derangement_3,29,64,222,0.46875
85,random_derangement_4,50,64,222,0.46875
85,random_derangement_5,32,64,222,0.5
85,random_derangement_6,46,64,222,0.4375
85,random_derangement_7,5,64,222,0.4375
85,correct_pair,0,64,222,1.0
85,t005_original,15,64,222,0.46875
86,low_semantic_derangement,24,64,40,0.28125
86,high_semantic_derangement,32,64,40,0.53125
86,random_derangement_0,29,64,40,0.375
86,random_derangement_1,27,64,40,0.375
86,random_derangement_2,6,64,40,0.375
86,random_derangement_3,13,64,40,0.375
86,random_derangement_4,62,64,40,0.34375
86,random_derangement_5,5,64,40,0.390625
86,random_derangement_6,57,64,40,0.390625
86,random_derangement_7,49,64,40,0.4375
86,correct_pair,0,64,40,1.0
86,t005_original,45,64,40,0.328125
87,low_semantic_derangement,3,64,150,0.6875
87,high_semantic_derangement,25,64,150,0.78125
87,random_derangement_0,59,64,150,0.71875
87,random_derangement_1,33,64,150,0.6875
87,random_derangement_2,38,64,150,0.734375
87,random_derangement_3,31,64,150,0.6875
87,random_derangement_4,63,64,150,0.734375
87,random_derangement_5,47,64,150,0.703125
87,random_derangement_6,43,64,150,0.75
87,random_derangement_7,58,64,150,0.71875
87,correct_pair,0,64,150,1.0
87,t005_original,46,64,150,0.71875
88,low_semantic_derangement,4,64,77,0.359375
88,high_semantic_derangement,28,64,77,0.59375
88,random_derangement_0,52,64,77,0.453125
88,random_derangement_1,55,64,77,0.484375
88,random_derangement_2,1,64,77,0.515625
88,random_derangement_3,39,64,77,0.4375
88,random_derangement_4,51,64,77,0.5
88,random_derangement_5,34,64,77,0.40625
88,random_derangement_6,2,64,77,0.46875
88,random_derangement_7,25,64,77,0.4375
88,correct_pair,0,64,77,1.0
88,t005_original,24,64,77,0.421875
89,low_semantic_derangement,6,64,155,0.265625
89,high_semantic_derangement,21,64,155,0.453125
89,random_derangement_0,4,64,155,0.3125
89,random_derangement_1,57,64,155,0.375
89,random_derangement_2,19,64,155,0.375
89,random_derangement_3,24,64,155,0.40625
89,random_derangement_4,21,64,155,0.453125
89,random_derangement_5,2,64,155,0.328125
89,random_derangement_6,42,64,155,0.421875
89,random_derangement_7,54,64,155,0.359375
89,correct_pair,0,64,155,1.0
89,t005_original,48,64,155,0.296875
90,low_semantic_derangement,16,64,155,0.21875
90,high_semantic_derangement,10,64,155,0.40625
90,random_derangement_0,49,64,155,0.265625
90,random_derangement_1,33,64,155,0.3125
90,random_derangement_2,60,64,155,0.359375
90,random_derangement_3,52,64,155,0.25
90,random_derangement_4,48,64,155,0.21875
90,random_derangement_5,28,64,155,0.328125
90,random_derangement_6,26,64,155,0.296875
90,random_derangement_7,16,64,155,0.21875
90,correct_pair,0,64,155,1.0
90,t005_original,42,64,155,0.3125
91,low_semantic_derangement,10,64,183,0.546875
91,high_semantic_derangement,14,64,183,0.6875
91,random_derangement_0,37,64,183,0.640625
91,random_derangement_1,55,64,183,0.625
91,random_derangement_2,22,64,183,0.640625
91,random_derangement_3,31,64,183,0.59375
91,random_derangement_4,53,64,183,0.609375
91,random_derangement_5,56,64,183,0.640625
91,random_derangement_6,44,64,183,0.640625
91,random_derangement_7,18,64,183,0.59375
91,correct_pair,0,64,183,1.0
91,t005_original,58,64,183,0.640625
92,low_semantic_derangement,5,64,96,0.484375
92,high_semantic_derangement,24,64,96,0.640625
92,random_derangement_0,44,64,96,0.53125
92,random_derangement_1,14,64,96,0.53125
92,random_derangement_2,18,64,96,0.578125
92,random_derangement_3,7,64,96,0.515625
92,random_derangement_4,50,64,96,0.53125
92,random_derangement_5,40,64,96,0.640625
92,random_derangement_6,17,64,96,0.53125
92,random_derangement_7,58,64,96,0.5625
92,correct_pair,0,64,96,1.0
92,t005_original,23,64,96,0.5625
93,low_semantic_derangement,1,64,218,0.65625
93,high_semantic_derangement,4,64,218,0.8125
93,random_derangement_0,45,64,218,0.6875
93,random_derangement_1,26,64,218,0.65625
93,random_derangement_2,2,64,218,0.6875
93,random_derangement_3,19,64,218,0.6875
93,random_derangement_4,11,64,218,0.71875
93,random_derangement_5,4,64,218,0.8125
93,random_derangement_6,39,64,218,0.671875
93,random_derangement_7,14,64,218,0.703125
93,correct_pair,0,64,218,1.0
93,t005_original,25,64,218,0.671875
94,low_semantic_derangement,1,64,293,0.8125
94,high_semantic_derangement,7,64,293,0.875
94,random_derangement_0,57,64,293,0.875
94,random_derangement_1,56,64,293,0.828125
94,random_derangement_2,24,64,293,0.84375
94,random_derangement_3,33,64,293,0.875
94,random_derangement_4,14,64,293,0.8125
94,random_derangement_5,20,64,293,0.8125
94,random_derangement_6,11,64,293,0.8125
94,random_derangement_7,3,64,293,0.84375
94,correct_pair,0,64,293,1.0
94,t005_original,13,64,293,0.8125
95,low_semantic_derangement,2,64,38,0.328125
95,high_semantic_derangement,4,64,38,0.53125
95,random_derangement_0,10,64,38,0.453125
95,random_derangement_1,52,64,38,0.421875
95,random_derangement_2,34,64,38,0.375
95,random_derangement_3,31,64,38,0.4375
95,random_derangement_4,54,64,38,0.453125
95,random_derangement_5,35,64,38,0.484375
95,random_derangement_6,63,64,38,0.4375
95,random_derangement_7,20,64,38,0.421875
95,correct_pair,0,64,38,1.0
95,t005_original,55,64,38,0.421875
96,low_semantic_derangement,4,64,215,0.71875
96,high_semantic_derangement,32,64,215,0.78125
96,random_derangement_0,48,64,215,0.734375
96,random_derangement_1,25,64,215,0.75
96,random_derangement_2,47,64,215,0.765625
96,random_derangement_3,30,64,215,0.734375
96,random_derangement_4,16,64,215,0.734375
96,random_derangement_5,2,64,215,0.765625
96,random_derangement_6,53,64,215,0.734375
96,random_derangement_7,20,64,215,0.734375
96,correct_pair,0,64,215,1.0
96,t005_original,28,64,215,0.734375
97,low_semantic_derangement,1,64,170,0.71875
97,high_semantic_derangement,6,64,170,0.859375
97,random_derangement_0,41,64,170,0.71875
97,random_derangement_1,15,64,170,0.75
97,random_derangement_2,60,64,170,0.796875
97,random_derangement_3,18,64,170,0.71875
97,random_derangement_4,46,64,170,0.71875
97,random_derangement_5,45,64,170,0.78125
97,random_derangement_6,55,64,170,0.71875
97,random_derangement_7,56,64,170,0.8125
97,correct_pair,0,64,170,1.0
97,t005_original,57,64,170,0.71875
98,low_semantic_derangement,9,64,66,0.375
98,high_semantic_derangement,5,64,66,0.5625
98,random_derangement_0,35,64,66,0.421875
98,random_derangement_1,61,64,66,0.53125
98,random_derangement_2,63,64,66,0.453125
98,random_derangement_3,59,64,66,0.5625
98,random_derangement_4,28,64,66,0.421875
98,random_derangement_5,47,64,66,0.40625
98,random_derangement_6,46,64,66,0.421875
98,random_derangement_7,34,64,66,0.453125
98,correct_pair,0,64,66,1.0
98,t005_original,10,64,66,0.40625
99,low_semantic_derangement,32,64,145,0.15625
99,high_semantic_derangement,5,64,145,0.359375
99,random_derangement_0,60,64,145,0.34375
99,random_derangement_1,3,64,145,0.25
99,random_derangement_2,56,64,145,0.3125
99,random_derangement_3,37,64,145,0.28125
99,random_derangement_4,46,64,145,0.328125
99,random_derangement_5,25,64,145,0.296875
99,random_derangement_6,32,64,145,0.15625
99,random_derangement_7,26,64,145,0.296875
99,correct_pair,0,64,145,1.0
99,t005_original,59,64,145,0.359375
