salt,bank,client,target,source_context,entropy,max_class_fraction,macroclass_contribution_P11_minus_P00,P11_states,P00_states
T013-S1,A,12,clean,clean,0.18358022428449897,0.85,-0.07984949759578056,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,12,gaussian_noise,gaussian_noise,0.18358022428449897,0.85,-0.07984949759578056,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,12,clean,clean,0.18358022428449897,0.85,-0.07984949759578056,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,12,gaussian_noise,gaussian_noise,0.18358022428449897,0.85,-0.07984949759578056,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,12,clean,clean,0.18358022428449897,0.85,-0.07984949759578056,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,12,gaussian_noise,gaussian_noise,0.18358022428449897,0.85,-0.07984949759578056,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,12,gaussian_blur,gaussian_blur,0.18358022428449897,0.85,-0.07977865062134759,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,82,contrast_low,contrast_low,0.08621407475879368,0.95,-0.07969658895248732,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,A,82,contrast_low,contrast_low,0.08621407475879368,0.95,-0.07969658895248732,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,A,82,contrast_low,contrast_low,0.08621407475879368,0.95,-0.07969658895248732,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,A,82,contrast_low,contrast_low,0.08621407475879368,0.95,-0.07969658895248732,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,A,97,gaussian_blur,gaussian_blur,0.29854955310662773,0.75,-0.07952286282306163,clean|clean,gaussian_noise|gaussian_noise
T013-S2,A,97,gaussian_blur,gaussian_blur,0.29854955310662773,0.75,-0.07952286282306163,clean|clean,gaussian_noise|gaussian_noise
T013-S0,A,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07947468565843657,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,A,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07947468565843657,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,A,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07947468565843657,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,A,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07947468565843657,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S0,B,10,gaussian_blur,gaussian_blur,0.3556039942733158,0.7,-0.07939387038800533,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,B,10,gaussian_blur,gaussian_blur,0.3556039942733158,0.7,-0.07939387038800533,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,B,10,gaussian_blur,gaussian_blur,0.3556039942733158,0.7,-0.07939387038800533,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,B,10,gaussian_blur,gaussian_blur,0.3556039942733158,0.7,-0.07939387038800533,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S0,A,11,contrast_low,contrast_low,0.2988548895792612,0.55,-0.07884340649401417,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S1,A,11,contrast_low,contrast_low,0.2988548895792612,0.55,-0.07884340649401417,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S2,A,11,contrast_low,contrast_low,0.2988548895792612,0.55,-0.07884340649401417,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S3,A,11,contrast_low,contrast_low,0.2988548895792612,0.55,-0.07884340649401417,contrast_low|contrast_low,gaussian_noise|gaussian_noise
T013-S1,B,26,contrast_low,contrast_low,0.08621407475879368,0.95,-0.07844528695301738,gaussian_blur|contrast_low,gaussian_blur|gaussian_blur
T013-S0,B,10,brightness_dark,brightness_dark,0.3556039942733158,0.7,-0.07781238416737574,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S1,B,10,brightness_dark,brightness_dark,0.3556039942733158,0.7,-0.07781238416737574,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S2,B,10,brightness_dark,brightness_dark,0.3556039942733158,0.7,-0.07781238416737574,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S3,B,10,brightness_dark,brightness_dark,0.3556039942733158,0.7,-0.07781238416737574,brightness_dark|brightness_dark,gaussian_noise|gaussian_noise
T013-S0,A,75,brightness_dark,brightness_dark,0.44717262228329563,0.5,-0.07441862481319561,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S1,A,75,brightness_dark,brightness_dark,0.44717262228329563,0.5,-0.07441862481319561,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S2,A,75,brightness_dark,brightness_dark,0.44717262228329563,0.5,-0.07441862481319561,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,A,75,brightness_dark,brightness_dark,0.44717262228329563,0.5,-0.07441862481319561,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S0,A,54,gaussian_noise,gaussian_noise,0.26616582133129196,0.8,-0.07375704808985907,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,54,gaussian_noise,gaussian_noise,0.26616582133129196,0.8,-0.07375704808985907,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,54,gaussian_noise,gaussian_noise,0.26616582133129196,0.8,-0.07375704808985907,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,54,gaussian_noise,gaussian_noise,0.26616582133129196,0.8,-0.07375704808985907,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,54,gaussian_blur,gaussian_blur,0.26616582133129196,0.8,-0.07374825909087332,gaussian_blur|clean,brightness_dark|brightness_dark
T013-S0,A,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,B,15,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,A,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S1,B,15,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,A,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S2,B,15,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,A,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S3,B,15,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,21,contrast_low,contrast_low,-0.0,1.0,-0.07372654155495978,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,A,13,gaussian_noise,gaussian_noise,0.3172903635978727,0.75,-0.07363727043360911,clean|clean,contrast_low|contrast_low
T013-S1,A,13,gaussian_noise,gaussian_noise,0.3172903635978727,0.75,-0.07363727043360911,clean|clean,contrast_low|contrast_low
T013-S2,A,13,gaussian_noise,gaussian_noise,0.3172903635978727,0.75,-0.07363727043360911,clean|clean,contrast_low|contrast_low
T013-S3,A,13,gaussian_noise,gaussian_noise,0.3172903635978727,0.75,-0.07363727043360911,clean|clean,contrast_low|contrast_low
T013-S1,B,89,clean,clean,0.2652949955741215,0.7,-0.07362296929605246,clean|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,89,clean,clean,0.2652949955741215,0.7,-0.07362296929605246,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S1,A,89,clean,clean,0.2652949955741215,0.7,-0.07361409224323398,clean|clean,brightness_dark|brightness_dark
T013-S0,B,68,gaussian_blur,gaussian_blur,0.45542455414570265,0.45,-0.07357859531772576,gaussian_blur|gaussian_blur,contrast_low|contrast_low
T013-S3,B,68,gaussian_blur,gaussian_blur,0.45542455414570265,0.45,-0.07357859531772576,gaussian_blur|gaussian_blur,contrast_low|contrast_low
T013-S3,B,5,contrast_low,contrast_low,0.3849866301909954,0.65,-0.07348321679422148,contrast_low|contrast_low,brightness_dark|brightness_dark
T013-S0,B,90,clean,clean,0.5365043035268443,0.45,-0.07348145100589655,clean|clean,brightness_dark|brightness_dark
T013-S1,B,90,clean,clean,0.5365043035268443,0.45,-0.07348145100589655,clean|clean,brightness_dark|brightness_dark
T013-S2,B,90,clean,clean,0.5365043035268443,0.45,-0.07348145100589655,clean|clean,brightness_dark|brightness_dark
T013-S3,B,90,clean,clean,0.5365043035268443,0.45,-0.07348145100589655,clean|clean,brightness_dark|brightness_dark
T013-S2,A,31,clean,clean,-0.0,1.0,-0.07320480137373717,gaussian_noise|clean,gaussian_noise|gaussian_noise
T013-S2,B,31,clean,clean,-0.0,1.0,-0.07320480137373717,gaussian_noise|clean,gaussian_noise|gaussian_noise
T013-S1,B,5,contrast_low,contrast_low,0.3849866301909954,0.65,-0.07307332784296858,contrast_low|contrast_low,gaussian_noise|brightness_dark
T013-S0,B,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07284778042318145,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,B,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07284778042318145,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,B,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07284778042318145,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,B,19,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.07284778042318145,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,A,84,gaussian_blur,gaussian_blur,0.45542455414570265,0.45,-0.0727823403957685,gaussian_blur|gaussian_blur,clean|clean
T013-S0,A,32,gaussian_blur,gaussian_blur,0.6385229941014448,0.35,-0.07276553950419236,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,A,32,gaussian_blur,gaussian_blur,0.6385229941014448,0.35,-0.07276553950419236,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,A,32,gaussian_blur,gaussian_blur,0.6385229941014448,0.35,-0.07276553950419236,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,A,32,gaussian_blur,gaussian_blur,0.6385229941014448,0.35,-0.07276553950419236,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S0,A,41,brightness_dark,brightness_dark,0.34739336316427083,0.75,-0.06760021400481185,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S1,A,41,brightness_dark,brightness_dark,0.34739336316427083,0.75,-0.06760021400481185,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S2,A,41,brightness_dark,brightness_dark,0.34739336316427083,0.75,-0.06760021400481185,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,A,41,brightness_dark,brightness_dark,0.34739336316427083,0.75,-0.06760021400481185,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,A,54,gaussian_blur,gaussian_blur,0.26616582133129196,0.8,-0.06719947061674103,gaussian_blur|clean,brightness_dark|brightness_dark
T013-S0,A,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S0,B,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S1,A,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S1,B,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S2,A,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S2,B,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,A,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,B,68,brightness_dark,brightness_dark,0.45542455414570265,0.45,-0.06717693784686604,brightness_dark|brightness_dark,contrast_low|contrast_low
T013-S3,A,21,gaussian_blur,gaussian_blur,-0.0,1.0,-0.06706935414428007,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S0,B,72,clean,clean,0.46343299021718715,0.45,-0.06706285492108441,clean|clean,brightness_dark|brightness_dark
T013-S1,B,72,clean,clean,0.46343299021718715,0.45,-0.06706285492108441,clean|clean,brightness_dark|brightness_dark
T013-S2,B,72,clean,clean,0.46343299021718715,0.45,-0.06706285492108441,clean|clean,brightness_dark|brightness_dark
T013-S3,B,72,clean,clean,0.46343299021718715,0.45,-0.06706285492108441,clean|clean,brightness_dark|brightness_dark
T013-S0,A,89,clean,clean,0.2652949955741215,0.7,-0.06695630262938579,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S2,A,89,clean,clean,0.2652949955741215,0.7,-0.06695630262938579,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S3,A,89,clean,clean,0.2652949955741215,0.7,-0.06695630262938579,gaussian_noise|clean,brightness_dark|brightness_dark
T013-S0,A,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.06695536523185756,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.06695536523185756,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.06695536523185756,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.06695536523185756,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,64,gaussian_noise,gaussian_noise,0.4385343715564183,0.7,-0.06687439357193854,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,64,gaussian_noise,gaussian_noise,0.4385343715564183,0.7,-0.06687439357193854,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,64,gaussian_noise,gaussian_noise,0.4385343715564183,0.7,-0.06687439357193854,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,64,gaussian_noise,gaussian_noise,0.4385343715564183,0.7,-0.06687439357193854,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,68,gaussian_blur,gaussian_blur,0.45542455414570265,0.45,-0.06683196863106908,contrast_low|gaussian_blur,contrast_low|contrast_low
T013-S0,A,90,clean,clean,0.5365043035268443,0.45,-0.06681478433922988,clean|clean,brightness_dark|brightness_dark
T013-S1,A,90,clean,clean,0.5365043035268443,0.45,-0.06681478433922988,clean|clean,brightness_dark|brightness_dark
T013-S2,A,90,clean,clean,0.5365043035268443,0.45,-0.06681478433922988,clean|clean,brightness_dark|brightness_dark
T013-S3,A,90,clean,clean,0.5365043035268443,0.45,-0.06681478433922988,clean|clean,brightness_dark|brightness_dark
T013-S0,A,98,clean,clean,0.34822537285722394,0.7,-0.06678454485920104,clean|clean,brightness_dark|brightness_dark
T013-S1,A,98,clean,clean,0.34822537285722394,0.7,-0.06678454485920104,clean|clean,brightness_dark|brightness_dark
T013-S2,A,98,clean,clean,0.34822537285722394,0.7,-0.06678454485920104,clean|clean,brightness_dark|brightness_dark
T013-S3,A,98,clean,clean,0.34822537285722394,0.7,-0.06678454485920104,clean|clean,brightness_dark|brightness_dark
T013-S0,A,86,clean,clean,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,B,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,86,clean,clean,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,86,clean,clean,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,86,clean,clean,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,86,gaussian_noise,gaussian_noise,0.4647156441454661,0.55,-0.06674618952948973,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,B,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06670203359858533,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06670203359858533,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06670203359858533,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06670203359858533,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,B,5,gaussian_blur,gaussian_blur,0.3849866301909954,0.65,-0.06668810356856224,gaussian_blur|gaussian_blur,brightness_dark|gaussian_noise
T013-S3,B,12,gaussian_blur,gaussian_blur,0.18358022428449897,0.85,-0.06660735141145305,gaussian_noise|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06658415540605093,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06658415540605093,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06658415540605093,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,98,gaussian_noise,gaussian_noise,0.34822537285722394,0.7,-0.06658415540605093,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,83,gaussian_blur,gaussian_blur,0.26616582133129196,0.8,-0.06654102718394492,gaussian_blur|gaussian_blur,gaussian_noise|clean
T013-S3,A,12,gaussian_blur,gaussian_blur,0.18358022428449897,0.85,-0.0665292346503302,gaussian_noise|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,83,gaussian_blur,gaussian_blur,0.26616582133129196,0.8,-0.06651453730484472,gaussian_blur|gaussian_blur,clean|gaussian_noise
T013-S3,B,84,contrast_low,contrast_low,0.45542455414570265,0.45,-0.0665034026359199,contrast_low|contrast_low,clean|clean
T013-S2,B,35,clean,clean,0.2988548895792612,0.55,-0.06648437534791961,clean|gaussian_blur,clean|clean
T013-S0,A,84,contrast_low,contrast_low,0.45542455414570265,0.45,-0.06642528587479705,contrast_low|contrast_low,clean|clean
T013-S1,A,84,contrast_low,contrast_low,0.45542455414570265,0.45,-0.06642528587479705,contrast_low|contrast_low,clean|clean
T013-S2,A,84,contrast_low,contrast_low,0.45542455414570265,0.45,-0.06642528587479705,contrast_low|contrast_low,clean|clean
T013-S3,A,84,contrast_low,contrast_low,0.45542455414570265,0.45,-0.06642528587479705,contrast_low|contrast_low,clean|clean
T013-S0,B,84,gaussian_blur,gaussian_blur,0.45542455414570265,0.45,-0.06615543516051337,clean|gaussian_blur,clean|clean
T013-S0,A,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S0,B,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,A,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,B,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,A,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,B,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,A,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,B,23,gaussian_blur,gaussian_blur,0.5374816209824899,0.5,-0.06611577130734408,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S0,A,43,gaussian_blur,gaussian_blur,0.29228525323862886,0.6,-0.06606916748604695,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S1,A,43,gaussian_blur,gaussian_blur,0.29228525323862886,0.6,-0.06606916748604695,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S2,A,43,gaussian_blur,gaussian_blur,0.29228525323862886,0.6,-0.06606916748604695,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S3,A,43,gaussian_blur,gaussian_blur,0.29228525323862886,0.6,-0.06606916748604695,gaussian_blur|gaussian_blur,gaussian_noise|gaussian_noise
T013-S0,B,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06282907662082515,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06282907662082515,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06282907662082515,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06282907662082515,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06271119842829076,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06271119842829076,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06271119842829076,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,85,gaussian_blur,gaussian_blur,0.2811825026595474,0.65,-0.06271119842829076,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,A,85,gaussian_noise,gaussian_noise,0.2811825026595474,0.65,-0.062475442043222,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,85,gaussian_noise,gaussian_noise,0.2811825026595474,0.65,-0.062475442043222,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,A,85,gaussian_noise,gaussian_noise,0.2811825026595474,0.65,-0.062475442043222,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,A,85,gaussian_noise,gaussian_noise,0.2811825026595474,0.65,-0.062475442043222,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,B,54,clean,clean,0.26616582133129196,0.8,-0.0605725653814859,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,54,clean,clean,0.26616582133129196,0.8,-0.0605725653814859,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,54,clean,clean,0.26616582133129196,0.8,-0.0605725653814859,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,54,clean,clean,0.26616582133129196,0.8,-0.0605725653814859,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S0,B,54,gaussian_blur,gaussian_blur,0.26616582133129196,0.8,-0.060559381883007274,gaussian_noise|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,72,gaussian_noise,gaussian_noise,0.46343299021718715,0.45,-0.060475425905301285,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,B,72,gaussian_noise,gaussian_noise,0.46343299021718715,0.45,-0.060475425905301285,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S2,B,72,gaussian_noise,gaussian_noise,0.46343299021718715,0.45,-0.060475425905301285,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S3,B,72,gaussian_noise,gaussian_noise,0.46343299021718715,0.45,-0.060475425905301285,gaussian_noise|gaussian_noise,brightness_dark|brightness_dark
T013-S1,A,21,gaussian_blur,gaussian_blur,-0.0,1.0,-0.06036694127564736,clean|gaussian_noise,brightness_dark|brightness_dark
T013-S0,A,15,contrast_low,contrast_low,-0.0,1.0,-0.06032171581769437,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,A,15,contrast_low,contrast_low,-0.0,1.0,-0.06032171581769437,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,A,15,contrast_low,contrast_low,-0.0,1.0,-0.06032171581769437,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,A,15,contrast_low,contrast_low,-0.0,1.0,-0.06032171581769437,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S0,B,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.0602886985651909,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.0602886985651909,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S2,B,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.0602886985651909,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S3,B,64,gaussian_blur,gaussian_blur,0.4385343715564183,0.7,-0.0602886985651909,gaussian_blur|gaussian_blur,brightness_dark|brightness_dark
T013-S1,B,13,gaussian_blur,gaussian_blur,0.3172903635978727,0.75,-0.06022296544035675,contrast_low|gaussian_blur,contrast_low|contrast_low
