pool,target,context,class,n_query,correct,accuracy
B,gaussian_noise,wrong_alt_source,8,1502,909,60.51930758988016
B,gaussian_noise,wrong_alt_source,9,1508,0,0.0
B,gaussian_noise,noise_source,0,1516,0,0.0
B,gaussian_noise,noise_source,1,1495,0,0.0
B,gaussian_noise,noise_source,2,1509,1005,66.60039761431412
B,gaussian_noise,noise_source,3,1482,17,1.147098515519568
B,gaussian_noise,noise_source,4,1492,0,0.0
B,gaussian_noise,noise_source,5,1500,0,0.0
B,gaussian_noise,noise_source,6,1527,263,17.22331368696791
B,gaussian_noise,noise_source,7,1508,0,0.0
B,gaussian_noise,noise_source,8,1502,0,0.0
B,gaussian_noise,noise_source,9,1508,0,0.0
B,gaussian_blur,none,0,1516,245,16.160949868073878
B,gaussian_blur,none,1,1495,732,48.96321070234114
B,gaussian_blur,none,2,1509,872,57.78661365142479
B,gaussian_blur,none,3,1482,194,13.090418353576249
B,gaussian_blur,none,4,1492,5,0.3351206434316354
B,gaussian_blur,none,5,1500,221,14.733333333333333
B,gaussian_blur,none,6,1527,1162,76.09692206941716
B,gaussian_blur,none,7,1508,157,10.411140583554376
B,gaussian_blur,none,8,1502,1073,71.43808255659121
B,gaussian_blur,none,9,1508,0,0.0
B,gaussian_blur,clean_identity,0,1516,245,16.160949868073878
B,gaussian_blur,clean_identity,1,1495,732,48.96321070234114
B,gaussian_blur,clean_identity,2,1509,872,57.78661365142479
B,gaussian_blur,clean_identity,3,1482,194,13.090418353576249
B,gaussian_blur,clean_identity,4,1492,5,0.3351206434316354
B,gaussian_blur,clean_identity,5,1500,221,14.733333333333333
B,gaussian_blur,clean_identity,6,1527,1162,76.09692206941716
B,gaussian_blur,clean_identity,7,1508,157,10.411140583554376
B,gaussian_blur,clean_identity,8,1502,1073,71.43808255659121
B,gaussian_blur,clean_identity,9,1508,0,0.0
B,gaussian_blur,correct_pair,0,1516,231,15.237467018469657
B,gaussian_blur,correct_pair,1,1495,1146,76.65551839464882
B,gaussian_blur,correct_pair,2,1509,667,44.20145791915176
B,gaussian_blur,correct_pair,3,1482,239,16.126855600539812
B,gaussian_blur,correct_pair,4,1492,3,0.20107238605898123
B,gaussian_blur,correct_pair,5,1500,227,15.133333333333333
B,gaussian_blur,correct_pair,6,1527,1199,78.5199738048461
B,gaussian_blur,correct_pair,7,1508,243,16.114058355437667
B,gaussian_blur,correct_pair,8,1502,1020,67.90945406125167
B,gaussian_blur,correct_pair,9,1508,0,0.0
B,gaussian_blur,same_class_derangement,0,1516,0,0.0
B,gaussian_blur,same_class_derangement,1,1495,1009,67.49163879598662
B,gaussian_blur,same_class_derangement,2,1509,649,43.00861497680583
B,gaussian_blur,same_class_derangement,3,1482,170,11.470985155195681
B,gaussian_blur,same_class_derangement,4,1492,0,0.0
B,gaussian_blur,same_class_derangement,5,1500,0,0.0
B,gaussian_blur,same_class_derangement,6,1527,1247,81.6633922724296
B,gaussian_blur,same_class_derangement,7,1508,0,0.0
B,gaussian_blur,same_class_derangement,8,1502,281,18.708388814913448
B,gaussian_blur,same_class_derangement,9,1508,0,0.0
B,gaussian_blur,cross_class_derangement,0,1516,0,0.0
B,gaussian_blur,cross_class_derangement,1,1495,207,13.846153846153847
B,gaussian_blur,cross_class_derangement,2,1509,356,23.591782637508285
B,gaussian_blur,cross_class_derangement,3,1482,3,0.20242914979757085
B,gaussian_blur,cross_class_derangement,4,1492,0,0.0
B,gaussian_blur,cross_class_derangement,5,1500,0,0.0
B,gaussian_blur,cross_class_derangement,6,1527,1308,85.6581532416503
B,gaussian_blur,cross_class_derangement,7,1508,0,0.0
B,gaussian_blur,cross_class_derangement,8,1502,0,0.0
B,gaussian_blur,cross_class_derangement,9,1508,0,0.0
B,gaussian_blur,wrong_alt_source,0,1516,221,14.577836411609498
B,gaussian_blur,wrong_alt_source,1,1495,1418,94.84949832775919
B,gaussian_blur,wrong_alt_source,2,1509,407,26.971504307488402
B,gaussian_blur,wrong_alt_source,3,1482,210,14.17004048582996
B,gaussian_blur,wrong_alt_source,4,1492,0,0.0
B,gaussian_blur,wrong_alt_source,5,1500,222,14.8
B,gaussian_blur,wrong_alt_source,6,1527,778,50.94957432874918
B,gaussian_blur,wrong_alt_source,7,1508,326,21.618037135278513
B,gaussian_blur,wrong_alt_source,8,1502,685,45.60585885486019
B,gaussian_blur,wrong_alt_source,9,1508,0,0.0
B,gaussian_blur,noise_source,0,1516,0,0.0
B,gaussian_blur,noise_source,1,1495,2,0.13377926421404682
B,gaussian_blur,noise_source,2,1509,1082,71.70311464546057
B,gaussian_blur,noise_source,3,1482,34,2.294197031039136
B,gaussian_blur,noise_source,4,1492,0,0.0
B,gaussian_blur,noise_source,5,1500,0,0.0
B,gaussian_blur,noise_source,6,1527,177,11.591355599214145
B,gaussian_blur,noise_source,7,1508,0,0.0
B,gaussian_blur,noise_source,8,1502,0,0.0
B,gaussian_blur,noise_source,9,1508,0,0.0
