client,bank,context,iterations,updates,trace,converged,cap_hit,direct_KKT,sum_error,objective,initial_objective,active_classes,clipped_coordinates,L1_change,differs_from_BBSE,reference_KKT,reference_objective,prevalence_error,objective_error,old_PGD_cap,old_PGD_iterations,old_PGD_prevalence_error,reference_agreement
4,A,gaussian_blur,5,5,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 6}, {'active': [6, 9], 'minimum': 0.40566155745146415, 'action': 'add', 'coordinate': 5}, {'active': [5, 6, 9], 'minimum': -0.13834085647530373, 'action': 'remove', 'coordinate': 6}, {'active': [5, 9], 'minimum': 0.3615003013217371, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.18681125737358753, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.17235283833305984, 'action': 'accept'}]",True,False,1.214306433183765e-17,0.0,0.0014956137425915384,0.049528297526642395,4,0,1.6552943233338804,True,1.214306433183765e-17,0.0014956137425915384,0.0,0.0,False,3670,1.736419341646922e-10,True
4,B,clean,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.3526801789204564, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.17356949908867894, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.15288632821732234, 'action': 'accept'}]",True,False,1.3010426069826053e-17,0.0,0.0013778670351558052,0.05603194750175027,4,0,1.629330734503848,True,1.3010426069826053e-17,0.0013778670351558052,0.0,0.0,False,3691,1.784566106000085e-10,True
4,B,brightness_dark,6,6,"[{'active': [3, 9], 'minimum': 0.3274982464762643, 'action': 'add', 'coordinate': 0}, {'active': [0, 3, 9], 'minimum': 0.14352143597043987, 'action': 'add', 'coordinate': 7}, {'active': [0, 3, 7, 9], 'minimum': 0.10654078888785384, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 7, 8, 9], 'minimum': -0.09420638634309153, 'action': 'remove', 'coordinate': 0}, {'active': [3, 7, 8, 9], 'minimum': 0.1299631071743167, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 7, 8, 9], 'minimum': -1.0076910071015355, 'action': 'remove', 'coordinate': 3}, {'active': [5, 7, 8, 9], 'minimum': 0.14945036912262571, 'action': 'accept'}]",True,False,1.1102230246251565e-16,1.1102230246251565e-16,0.0015228152085590774,0.02936003359838259,4,0,1.6829602910095285,True,1.1102230246251565e-16,0.0015228152085590774,0.0,0.0,False,5566,2.5505392242664016e-10,True
4,B,contrast_low,5,5,"[{'active': [3, 9], 'minimum': 0.31416096280747147, 'action': 'add', 'coordinate': 8}, {'active': [3, 8, 9], 'minimum': 0.07508587838492614, 'action': 'add', 'coordinate': 7}, {'active': [3, 7, 8, 9], 'minimum': 0.05432207213211335, 'action': 'add', 'coordinate': 5}, {'active': [3, 5, 7, 8, 9], 'minimum': -0.5072877431756255, 'action': 'remove', 'coordinate': 3}, {'active': [5, 7, 8, 9], 'minimum': 0.0088547402469314, 'action': 'add', 'coordinate': 0}, {'active': [0, 5, 7, 8, 9], 'minimum': 0.01511273596249013, 'action': 'accept'}]",True,False,3.0791341698588326e-17,0.0,0.0006953468041968234,0.037338562949811444,5,0,1.96977452807502,True,3.0791341698588326e-17,0.0006953468041968234,0.0,0.0,True,20000,8.259306259750243e-09,True
4,B,gaussian_noise,3,3,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 5}, {'active': [5, 9], 'minimum': 0.4151224139900394, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.15154915384673684, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.0482471716642546, 'action': 'accept'}]",True,False,1.474514954580286e-17,0.0,0.0011191850444838807,0.039799673835834194,4,0,1.4697850646120618,True,1.474514954580286e-17,0.0011191850444838807,0.0,0.0,False,4405,2.080322927811018e-10,True
4,B,gaussian_blur,5,5,"[{'active': [9], 'minimum': 1.0, 'action': 'add', 'coordinate': 6}, {'active': [6, 9], 'minimum': 0.40931841051569673, 'action': 'add', 'coordinate': 5}, {'active': [5, 6, 9], 'minimum': -0.1373152917730532, 'action': 'remove', 'coordinate': 6}, {'active': [5, 9], 'minimum': 0.3589021667836721, 'action': 'add', 'coordinate': 8}, {'active': [5, 8, 9], 'minimum': 0.18856725623087034, 'action': 'add', 'coordinate': 7}, {'active': [5, 7, 8, 9], 'minimum': 0.1721524152444875, 'action': 'accept'}]",True,False,2.2551405187698492e-17,0.0,0.0014735546212532378,0.05104528544978583,4,0,1.652122500329766,True,2.2551405187698492e-17,0.0014735546212532378,0.0,0.0,False,3612,1.7109930139369567e-10,True
5,A,clean,4,4,"[{'active': [0, 3, 4], 'minimum': -0.27098443212049445, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.17321929952499263, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 8], 'minimum': 0.10635171192289702, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.12951600375255126, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.11977277975618021, 'action': 'accept'}]",True,False,3.7947076036992655e-18,0.0,0.003718430118235664,0.007544460418894299,3,0,0.7378550765072609,True,3.7947076036992655e-18,0.003718430118235664,0.0,0.0,False,3078,1.4764212075135674e-10,True
5,A,brightness_dark,2,2,"[{'active': [0, 4, 5, 8], 'minimum': -0.17370418275951885, 'action': 'remove', 'coordinate': 4}, {'active': [0, 5, 8], 'minimum': -0.0745858923506779, 'action': 'remove', 'coordinate': 8}, {'active': [0, 5], 'minimum': 0.16703453655148726, 'action': 'accept'}]",True,False,6.071532165918825e-18,0.0,0.0029236895929284955,0.00665919172522767,2,0,0.5428370187460289,True,6.071532165918825e-18,0.0029236895929284955,0.0,0.0,False,1263,1.4255596703094398e-11,True
5,A,contrast_low,3,3,"[{'active': [0, 3, 4], 'minimum': -0.22762599359352936, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.1298001553076864, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3], 'minimum': 0.012275860250174476, 'action': 'add', 'coordinate': 8}, {'active': [0, 2, 3, 8], 'minimum': 0.021016162184882142, 'action': 'accept'}]",True,False,2.220446049250313e-16,2.220446049250313e-16,0.0026427396860823804,0.007927718798035796,4,0,0.5587342909083691,True,2.220446049250313e-16,0.0026427396860823804,0.0,0.0,False,10494,5.454311446939641e-10,True
5,A,gaussian_noise,3,3,"[{'active': [0, 3, 4, 8], 'minimum': -0.17623746317050815, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.16922881601979342, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.1786847438368647, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.18317952017918795, 'action': 'accept'}]",True,False,4.0007060164715114e-17,0.0,0.0029409603191523086,0.0067208393038239965,3,0,0.6871839814749637,True,4.0007060164715114e-17,0.0029409603191523086,0.0,0.0,False,3038,1.4339129883467194e-10,True
5,A,gaussian_blur,4,4,"[{'active': [0, 3, 4, 8], 'minimum': -0.21946587859901137, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.12766434011453642, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.06891790180840722, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.1408723276170663, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 5, 8], 'minimum': 0.0038002879267556204, 'action': 'accept'}]",True,False,2.5587171270657905e-17,0.0,0.003268022872088381,0.007060417034308327,4,0,0.7849582379078389,True,2.5587171270657905e-17,0.003268022872088381,0.0,0.0,False,5127,2.881301863766339e-10,True
5,B,clean,4,4,"[{'active': [0, 3, 4], 'minimum': -0.27098443212049445, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.17321929952499263, 'action': 'add', 'coordinate': 8}, {'active': [0, 3, 8], 'minimum': 0.10635171192289702, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.12951600375255126, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.11977277975618021, 'action': 'accept'}]",True,False,3.7947076036992655e-18,0.0,0.003718430118235664,0.007544460418894299,3,0,0.7378550765072609,True,3.7947076036992655e-18,0.003718430118235664,0.0,0.0,False,3078,1.4764212075135674e-10,True
5,B,brightness_dark,2,2,"[{'active': [0, 4, 5, 8], 'minimum': -0.182167437726325, 'action': 'remove', 'coordinate': 4}, {'active': [0, 5, 8], 'minimum': -0.06571090664487596, 'action': 'remove', 'coordinate': 8}, {'active': [0, 5], 'minimum': 0.16544123062466987, 'action': 'accept'}]",True,False,7.047314121155779e-18,0.0,0.0029664913628709216,0.0072156835832724595,2,0,0.5557759458083128,True,7.047314121155779e-18,0.0029664913628709216,0.0,0.0,False,1638,1.4165141282163063e-11,True
5,B,contrast_low,3,3,"[{'active': [0, 3, 4], 'minimum': -0.18225749817746673, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3], 'minimum': 0.13464340116927698, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3], 'minimum': 0.04396085836068835, 'action': 'add', 'coordinate': 8}, {'active': [0, 2, 3, 8], 'minimum': 0.03522621134109278, 'action': 'accept'}]",True,False,6.938893903907228e-18,0.0,0.002744573088746289,0.00838327744693131,4,0,0.6417935404256221,True,6.938893903907228e-18,0.002744573088746289,0.0,0.0,False,13228,7.028663207009345e-10,True
5,B,gaussian_noise,3,3,"[{'active': [0, 3, 4, 8], 'minimum': -0.20030064914034107, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.17410627809069182, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.19007387421115784, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.1888626783409044, 'action': 'accept'}]",True,False,1.8865117801247777e-17,0.0,0.0029489694434777494,0.0067660787680545766,3,0,0.6926017749085981,True,1.8865117801247777e-17,0.0029489694434777494,0.0,0.0,False,3151,1.5056667024282433e-10,True
5,B,gaussian_blur,4,4,"[{'active': [0, 3, 4, 8], 'minimum': -0.21714970480765722, 'action': 'remove', 'coordinate': 4}, {'active': [0, 3, 8], 'minimum': 0.12847894884480085, 'action': 'add', 'coordinate': 5}, {'active': [0, 3, 5, 8], 'minimum': -0.0572192389509686, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5, 8], 'minimum': 0.14181300626425927, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 5, 8], 'minimum': 0.01226265822971073, 'action': 'accept'}]",True,False,9.540979117872439e-18,0.0,0.003359409391207256,0.0068390740153238035,4,0,0.7733608742934369,True,9.540979117872439e-18,0.003359409391207256,0.0,0.0,False,5430,2.89757440263827e-10,True
6,A,clean,3,3,"[{'active': [0, 2, 3, 6, 9], 'minimum': 0.08131287026404246, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06961607358805061, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.22066003358328912, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.05431014997628416, 'action': 'accept'}]",True,False,1.7401444868392346e-17,0.0,0.00014089552349973584,0.0007503712099599733,6,0,0.46306092199933163,True,1.7401444868392346e-17,0.00014089552349973584,0.0,0.0,False,5905,3.0174017451312096e-10,True
6,A,brightness_dark,4,4,"[{'active': [0, 3, 6, 9], 'minimum': 0.01409272105116382, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3, 6, 9], 'minimum': 0.026032024214352214, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.016951346737743143, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.36979911639211205, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.013763758006284788, 'action': 'accept'}]",True,False,3.366447745567491e-17,0.0,5.7238856649099635e-05,0.0036036348776411894,6,0,0.4862516914784122,True,3.366447745567491e-17,5.7238856649099635e-05,0.0,0.0,False,9005,4.775229656139857e-10,True
6,A,contrast_low,6,6,"[{'active': [0, 1, 2, 3, 9], 'minimum': -0.7441089900392734, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3], 'minimum': -0.01974701107145746, 'action': 'remove', 'coordinate': 0}, {'active': [1, 2, 3], 'minimum': 0.18130952631288, 'action': 'add', 'coordinate': 6}, {'active': [1, 2, 3, 6], 'minimum': 0.0669838771906418, 'action': 'add', 'coordinate': 7}, {'active': [1, 2, 3, 6, 7], 'minimum': 0.07144473567668355, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.018860614064307196, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 6, 7], 'minimum': 0.03663346715783597, 'action': 'accept'}]",True,False,7.101524229780054e-18,0.0,0.0002250580806618011,0.0019732866698284465,7,0,1.1360660125424047,True,7.101524229780054e-18,0.0002250580806618011,0.0,0.0,True,20000,0.02160975638940904,True
6,A,gaussian_noise,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.07115383745368531, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.31447141406807466, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.06606098026295211, 'action': 'accept'}]",True,False,2.179246366695864e-17,0.0,0.00018017013842602366,0.0027040629238472016,6,0,0.5177006181561407,True,2.179246366695864e-17,0.00018017013842602366,0.0,0.0,False,6936,3.948532473208033e-10,True
6,A,gaussian_blur,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06673763071312576, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.35977939762628125, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.08030530250006526, 'action': 'accept'}]",True,False,3.0682921481339775e-17,0.0,0.0002493899806417256,0.003236413355706173,6,0,0.7051521645235399,True,3.0682921481339775e-17,0.0002493899806417256,0.0,0.0,False,5726,3.2561076057646687e-10,True
6,B,clean,3,3,"[{'active': [0, 2, 3, 6, 9], 'minimum': 0.08131287026404246, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06961607358805061, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.22066003358328912, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.05431014997628416, 'action': 'accept'}]",True,False,1.7401444868392346e-17,0.0,0.00014089552349973584,0.0007503712099599733,6,0,0.46306092199933163,True,1.7401444868392346e-17,0.00014089552349973584,0.0,0.0,False,5905,3.0174017451312096e-10,True
6,B,brightness_dark,3,3,"[{'active': [0, 2, 3, 6, 9], 'minimum': 0.025628090769615284, 'action': 'add', 'coordinate': 7}, {'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.01662971582352525, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.3817807519790822, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.01353873965678673, 'action': 'accept'}]",True,False,5.388484797252957e-17,0.0,5.977840414094472e-05,0.003304166622272001,6,0,0.4641039821866896,True,5.388484797252957e-17,5.977840414094472e-05,0.0,0.0,False,8464,4.4389852904558325e-10,True
6,B,contrast_low,7,7,"[{'active': [0, 2, 3, 9], 'minimum': -0.05149264408343324, 'action': 'remove', 'coordinate': 0}, {'active': [2, 3, 9], 'minimum': 0.16449880427571484, 'action': 'add', 'coordinate': 6}, {'active': [2, 3, 6, 9], 'minimum': 0.09445826119347914, 'action': 'add', 'coordinate': 1}, {'active': [1, 2, 3, 6, 9], 'minimum': -0.07852019654880901, 'action': 'remove', 'coordinate': 9}, {'active': [1, 2, 3, 6], 'minimum': 0.0742772835135418, 'action': 'add', 'coordinate': 0}, {'active': [0, 1, 2, 3, 6], 'minimum': 0.02052059875638715, 'action': 'add', 'coordinate': 7}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.03867217879345716, 'action': 'add', 'coordinate': 5}, {'active': [0, 1, 2, 3, 5, 6, 7], 'minimum': 0.06345305751153096, 'action': 'accept'}]",True,False,2.1575623232461538e-17,0.0,0.00022566660443287763,0.00316525828801862,7,0,1.3946339233960603,True,2.1575623232461538e-17,0.00022566660443287763,0.0,0.0,True,20000,0.04343033182693423,True
6,B,gaussian_noise,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06630245342601243, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.30828315057427436, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.06689121344442546, 'action': 'accept'}]",True,False,1.3660947373317356e-17,0.0,0.00017189504446387866,0.0026718832326776128,6,0,0.5243166858764463,True,1.3660947373317356e-17,0.00017189504446387866,0.0,0.0,False,7014,4.0245906607339066e-10,True
6,B,gaussian_blur,2,2,"[{'active': [0, 2, 3, 6, 7, 9], 'minimum': 0.06648023501741902, 'action': 'add', 'coordinate': 1}, {'active': [0, 1, 2, 3, 6, 7, 9], 'minimum': -0.37154194507539345, 'action': 'remove', 'coordinate': 9}, {'active': [0, 1, 2, 3, 6, 7], 'minimum': 0.08031842833088003, 'action': 'accept'}]",True,False,1.9949319973733282e-17,0.0,0.0002581211640218843,0.0035329149448998748,6,0,0.7179844856521528,True,1.9949319973733282e-17,0.0002581211640218843,0.0,0.0,False,5195,3.182570873505597e-10,True
7,A,clean,2,2,"[{'active': [3, 5, 7, 8], 'minimum': 0.003995261384481032, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 7, 8], 'minimum': -0.04729971060001853, 'action': 'remove', 'coordinate': 7}, {'active': [2, 3, 5, 8], 'minimum': 0.05676167239534646, 'action': 'accept'}]",True,False,6.451002926288751e-18,0.0,0.0003473892244883602,0.0008252295957689562,4,0,0.3273486041368022,True,6.451002926288751e-18,0.0003473892244883602,0.0,0.0,False,8757,4.526419794537162e-10,True
7,A,brightness_dark,4,4,"[{'active': [4, 5, 9], 'minimum': 0.14830281366633005, 'action': 'add', 'coordinate': 6}, {'active': [4, 5, 6, 9], 'minimum': 0.10228184571980999, 'action': 'add', 'coordinate': 8}, {'active': [4, 5, 6, 8, 9], 'minimum': 0.07179434505229826, 'action': 'add', 'coordinate': 7}, {'active': [4, 5, 6, 7, 8, 9], 'minimum': 0.04692695962932006, 'action': 'add', 'coordinate': 3}, {'active': [3, 4, 5, 6, 7, 8, 9], 'minimum': 0.04664964726489973, 'action': 'accept'}]",True,False,1.431146867680866e-17,0.0,2.9310829363211648e-05,0.0012652387001117088,7,0,0.7424395852808884,True,1.431146867680866e-17,2.9310829363211648e-05,0.0,0.0,True,20000,0.0009346257549810166,True
7,A,contrast_low,1,1,"[{'active': [3, 5, 8], 'minimum': 0.06484202663032547, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 8], 'minimum': 0.05580959415846787, 'action': 'accept'}]",True,False,1.3010426069826053e-17,0.0,0.0005080826341541506,0.0005513415746652918,4,0,0.13180578944289248,True,1.3010426069826053e-17,0.0005080826341541506,0.0,0.0,True,20000,1.9709189402750127e-07,True
7,A,gaussian_noise,1,1,"[{'active': [3, 4, 5, 8], 'minimum': 0.0216108995978491, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 4, 5, 8], 'minimum': 0.0070395363185336976, 'action': 'accept'}]",True,False,2.5153490401663703e-17,0.0,0.0002976059779267269,0.0004587152529966665,5,0,0.35340458650713624,True,2.5153490401663703e-17,0.0002976059779267269,0.0,0.0,True,20000,9.923784680864085e-05,True
7,A,gaussian_blur,3,3,"[{'active': [3, 5, 6, 7, 8], 'minimum': -0.05108153802312571, 'action': 'remove', 'coordinate': 7}, {'active': [3, 5, 6, 8], 'minimum': -0.025519437403741435, 'action': 'remove', 'coordinate': 6}, {'active': [3, 5, 8], 'minimum': 0.10689594248762638, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 8], 'minimum': 0.04996319519556669, 'action': 'accept'}]",True,False,1.6696713456276768e-17,0.0,0.000650744829855751,0.0018183696454455109,4,0,0.5932521279792883,True,1.6696713456276768e-17,0.000650744829855751,0.0,0.0,False,11417,5.093441224346407e-10,True
7,B,clean,2,2,"[{'active': [3, 5, 7, 8], 'minimum': 0.003995261384481032, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 7, 8], 'minimum': -0.04729971060001853, 'action': 'remove', 'coordinate': 7}, {'active': [2, 3, 5, 8], 'minimum': 0.05676167239534646, 'action': 'accept'}]",True,False,6.451002926288751e-18,0.0,0.0003473892244883602,0.0008252295957689562,4,0,0.3273486041368022,True,6.451002926288751e-18,0.0003473892244883602,0.0,0.0,False,8757,4.526419794537162e-10,True
7,B,brightness_dark,5,5,"[{'active': [4, 5, 9], 'minimum': 0.14652598825647187, 'action': 'add', 'coordinate': 6}, {'active': [4, 5, 6, 9], 'minimum': 0.10505771348560691, 'action': 'add', 'coordinate': 8}, {'active': [4, 5, 6, 8, 9], 'minimum': 0.07100287814165057, 'action': 'add', 'coordinate': 7}, {'active': [4, 5, 6, 7, 8, 9], 'minimum': 0.04645388485685847, 'action': 'add', 'coordinate': 3}, {'active': [3, 4, 5, 6, 7, 8, 9], 'minimum': 0.042623103785239494, 'action': 'add', 'coordinate': 1}, {'active': [1, 3, 4, 5, 6, 7, 8, 9], 'minimum': 0.003979446616823118, 'action': 'accept'}]",True,False,1.1102230246251565e-16,1.1102230246251565e-16,3.292728711463125e-05,0.0014735209581575547,8,0,0.7492951048038085,True,1.1102230246251565e-16,3.292728711463125e-05,0.0,0.0,True,20000,0.0020595794523118327,True
7,B,contrast_low,0,0,"[{'active': [2, 3, 5, 8], 'minimum': 0.0515605051715907, 'action': 'accept'}]",True,False,1.6046192152785466e-17,0.0,0.0003567142264903417,0.0004342231950490274,4,0,0.4031621473686172,True,1.6046192152785466e-17,0.0003567142264903417,0.0,0.0,True,20000,6.671681299919019e-06,True
7,B,gaussian_noise,2,2,"[{'active': [3, 4, 5, 8], 'minimum': 0.021460834133857926, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 4, 5, 8], 'minimum': -0.016853561090590517, 'action': 'remove', 'coordinate': 4}, {'active': [2, 3, 5, 8], 'minimum': 0.016100021359729877, 'action': 'accept'}]",True,False,3.0791341698588326e-17,0.0,0.0002782733352418361,0.0004481221116984454,4,0,0.3810846443282941,True,3.0791341698588326e-17,0.0002782733352418361,0.0,0.0,False,11014,5.835922856078923e-10,True
7,B,gaussian_blur,3,3,"[{'active': [3, 5, 6, 7, 8], 'minimum': -0.0532733849766212, 'action': 'remove', 'coordinate': 7}, {'active': [3, 5, 6, 8], 'minimum': -0.029769365011528673, 'action': 'remove', 'coordinate': 6}, {'active': [3, 5, 8], 'minimum': 0.11166436445987277, 'action': 'add', 'coordinate': 2}, {'active': [2, 3, 5, 8], 'minimum': 0.0532257471190295, 'action': 'accept'}]",True,False,1.1492543028346347e-17,0.0,0.0006758360829912353,0.0019195649423676237,4,0,0.5810937816241719,True,1.1492543028346347e-17,0.0006758360829912353,0.0,0.0,False,11176,5.072183784093909e-10,True
8,A,clean,1,1,"[{'active': [0, 2, 3, 5], 'minimum': -0.03266334587545212, 'action': 'remove', 'coordinate': 3}, {'active': [0, 2, 5], 'minimum': 0.12953780688721378, 'action': 'accept'}]",True,False,1.481968844516124e-17,0.0,0.000653950771130738,0.0028072308483001705,3,0,0.7623724423190312,True,1.481968844516124e-17,0.000653950771130738,0.0,0.0,False,2732,9.664660738373243e-11,True
8,A,brightness_dark,2,2,"[{'active': [0, 3, 5], 'minimum': -0.23714766718867258, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5], 'minimum': 0.17553503740030751, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 5], 'minimum': 0.09022458352502578, 'action': 'accept'}]",True,False,8.782037597132586e-18,0.0,0.000563397651194287,0.0014758317571322878,3,0,0.34296822800280113,True,8.782037597132586e-18,0.000563397651194287,0.0,0.0,False,2829,1.3201442716770373e-10,True
8,A,contrast_low,3,3,"[{'active': [0, 3, 5, 6], 'minimum': -0.4701941271727378, 'action': 'remove', 'coordinate': 5}, {'active': [0, 3, 6], 'minimum': -0.020826511449882186, 'action': 'remove', 'coordinate': 6}, {'active': [0, 3], 'minimum': 0.145182176196623, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3], 'minimum': 0.12752330071083884, 'action': 'accept'}]",True,False,2.873135757086587e-17,0.0,0.00065825113788133,0.003717253877194076,3,0,1.7049766872678296,True,2.873135757086587e-17,0.00065825113788133,0.0,0.0,False,6649,2.1366097779917936e-10,True
8,A,gaussian_noise,0,0,"[{'active': [0, 2, 3, 5], 'minimum': 0.10540910557137055, 'action': 'accept'}]",True,False,2.927345865710862e-17,0.0,0.0006377813703851044,0.001941252743193532,4,0,0.47527471821404466,True,2.927345865710862e-17,0.0006377813703851044,0.0,0.0,False,11561,5.988096685172195e-10,True
8,A,gaussian_blur,1,1,"[{'active': [0, 3, 5], 'minimum': 0.15419190200967625, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3, 5], 'minimum': 0.11025511433896588, 'action': 'accept'}]",True,False,2.710505431213761e-17,0.0,0.0007572686482884799,0.004617701164771418,4,0,0.4665412507037971,True,2.710505431213761e-17,0.0007572686482884799,0.0,0.0,False,9509,5.141272962916332e-10,True
8,B,clean,1,1,"[{'active': [0, 2, 3, 5], 'minimum': -0.03266334587545212, 'action': 'remove', 'coordinate': 3}, {'active': [0, 2, 5], 'minimum': 0.12953780688721378, 'action': 'accept'}]",True,False,1.481968844516124e-17,0.0,0.000653950771130738,0.0028072308483001705,3,0,0.7623724423190312,True,1.481968844516124e-17,0.000653950771130738,0.0,0.0,False,2732,9.664660738373243e-11,True
8,B,brightness_dark,2,2,"[{'active': [0, 3, 5], 'minimum': -0.2197257373226362, 'action': 'remove', 'coordinate': 3}, {'active': [0, 5], 'minimum': 0.17619378986078904, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 5], 'minimum': 0.08797935851526115, 'action': 'accept'}]",True,False,2.4936649967166602e-17,0.0,0.0005830439877172388,0.0016311757278179404,3,0,0.3755309898305863,True,2.4936649967166602e-17,0.0005830439877172388,0.0,0.0,False,3001,1.2982977193320977e-10,True
8,B,contrast_low,3,3,"[{'active': [0, 3, 5, 6], 'minimum': -0.5462353072902804, 'action': 'remove', 'coordinate': 5}, {'active': [0, 3, 6], 'minimum': -0.02007439296402862, 'action': 'remove', 'coordinate': 6}, {'active': [0, 3], 'minimum': 0.13339049176562523, 'action': 'add', 'coordinate': 2}, {'active': [0, 2, 3], 'minimum': 0.11445381190873419, 'action': 'accept'}]",True,False,4.445228907190568e-18,0.0,0.0006190042704589049,0.0038242911022873163,3,0,1.7604169242735348,True,4.445228907190568e-18,0.0006190042704589049,0.0,0.0,False,6875,2.218046579738342e-10,True
